Edad,Ingreso_Anual,Deudas_Activas,Puntaje_Credito,Aprobado
59,24383,1,655,0
28,90043,4,567,1
31,34735,3,516,0
45,79919,2,363,1
28,87561,4,741,0
29,57622,3,840,1
51,58135,1,574,0
53,55658,0,769,0
67,49696,2,515,1
39,23773,3,493,1
58,44956,2,312,0
21,35819,0,521,1
20,21528,0,695,0
55,64588,0,569,1
43,90585,4,597,1
46,40511,2,731,0
21,30119,4,707,0
50,95893,0,364,0
33,36167,3,337,0
21,76503,0,327,1
48,54889,4,588,1
34,65678,0,536,1
31,80262,0,425,0
56,24681,4,683,1
47,86008,4,625,0
39,33690,3,384,1
58,45912,4,545,0
43,26473,3,687,1
40,61298,1,565,0
29,38669,1,504,1
65,40943,4,527,0
33,58785,0,539,1
56,83427,2,372,1
37,82001,0,687,1
43,81724,4,677,1
33,30832,3,511,0
53,25385,0,470,0
31,34708,1,451,1
41,78600,4,403,0
25,43438,0,521,1
55,80062,0,581,1
64,85428,3,687,0
55,31002,3,671,1
41,56153,3,428,1
33,42440,2,703,1
35,87501,4,519,1
55,52556,4,472,0
44,87963,1,771,1
51,26563,1,752,0
52,99923,4,801,1
64,25840,0,351,0
55,35154,4,393,0
39,44194,2,320,1
37,85020,1,405,0
57,66861,1,499,1
22,42448,1,651,0
42,43528,4,580,0
51,49402,1,581,0
64,24352,1,838,0
35,20184,4,544,1
24,30384,0,728,1
23,34319,1,337,0
40,40449,1,718,0
59,76333,1,601,0
33,61205,2,370,0
58,30426,4,824,1
50,27504,1,473,1
33,76578,2,389,1
25,78209,0,667,1
31,53368,0,506,1
35,72185,2,361,0
36,28724,0,618,0
64,25084,3,359,1
42,54810,0,404,1
33,98872,3,538,0
26,40872,2,761,1
65,98950,3,426,1
51,90333,0,382,1
34,88843,1,519,0
63,22596,3,707,1
36,37167,0,729,1
60,97331,1,812,0
66,78326,2,378,1
63,97670,2,364,1
53,30782,4,482,0
24,62002,2,365,1
64,44022,4,507,0
46,34618,2,353,1
42,37245,2,520,1
59,30027,2,535,0
33,33986,4,737,0
34,23526,4,402,1
62,64361,3,735,1
52,87158,0,720,0
50,58286,0,407,1
54,49533,0,823,0
36,38316,2,742,0
47,28699,0,805,1
38,99491,4,703,1
65,78465,3,642,1
42,36673,1,626,0
51,43395,3,513,0
59,43707,0,621,1
32,95937,0,377,0
39,76416,4,354,0
54,28758,3,370,1
24,87009,4,367,1
28,33281,4,479,0
48,52548,1,679,0
25,38371,4,749,1
44,97593,4,560,1
50,39644,1,746,0
41,43874,2,430,1
21,34281,2,533,0
64,88787,1,453,1
24,42289,4,629,0
46,25054,0,352,1
44,86846,3,767,1
27,69769,0,712,1
20,49312,0,313,1
39,24257,4,795,0
63,35846,3,816,1
42,42483,3,667,0
51,46558,2,838,0
30,63188,1,751,0
58,33012,4,840,0
66,53236,3,814,0
43,65076,4,780,1
30,68402,2,713,1
48,52076,0,527,1
45,95164,3,436,1
35,94264,2,539,0
54,37335,4,771,0
39,63773,2,817,1
65,72158,2,760,0
22,48570,2,604,0
20,60658,2,480,0
66,79184,2,329,0
20,92613,2,339,1
36,78194,1,486,0
21,87507,4,618,1
48,53959,0,526,0
39,73072,4,623,1
25,65588,3,342,1
27,60533,3,577,1
48,88582,4,618,0
67,81743,2,473,0
52,64518,1,340,1
22,32703,0,708,0
54,69456,2,622,0
24,75491,4,479,1
46,28043,4,458,1
63,88340,1,336,1
31,30176,1,705,1
39,23936,4,838,1
64,51174,2,675,1
39,45909,2,555,0
28,64158,2,577,1
58,28366,0,548,1
23,74337,0,316,0
38,79331,2,667,0
57,82197,4,424,0
46,92042,1,611,1
64,70924,3,511,1
62,48842,1,771,0
32,37458,1,714,0
32,85382,3,799,1
41,94319,2,480,1
47,31170,1,688,0
66,64942,3,486,0
64,36208,4,767,0
41,55178,4,756,0
62,99172,4,433,1
38,29039,2,474,1
27,34990,1,560,0
27,26441,1,616,1
61,94221,0,568,0
45,99314,4,769,1
67,65959,2,523,0
45,46862,3,551,0
42,47273,2,363,0
62,62500,1,763,0
32,23956,4,423,0
47,92089,0,537,0
28,22365,2,374,1
39,92204,0,741,0
38,25000,1,799,0
67,77072,3,821,1
58,72499,2,567,0
31,89211,1,786,1
34,32907,4,349,0
50,37336,2,358,0
33,72331,0,753,0
30,97755,2,371,0
45,88783,1,489,1
61,89951,1,455,0
46,72509,0,384,1
30,26472,1,368,1
57,42380,2,684,0
53,47280,0,672,1
62,41859,1,354,0
38,68402,1,384,1
25,28262,2,616,1
65,31066,1,463,0
57,35554,2,551,0
68,27008,4,451,0
61,36238,2,635,0
47,37153,3,667,0
20,79353,1,399,1
54,72092,4,419,0
59,63152,0,684,0
27,69104,3,602,0
66,44283,0,448,0
26,66429,3,500,0
30,97223,4,302,0
58,74957,4,699,0
23,48887,4,367,0
44,66172,3,453,1
31,24355,2,793,1
45,53701,0,481,0
57,61534,2,824,1
65,91442,2,488,0
31,81274,1,319,1
62,98108,0,582,0
56,32279,3,309,1
65,63491,1,830,1
43,96147,1,602,1
35,28261,4,540,1
32,24474,3,451,1
44,48390,2,636,0
23,46925,2,487,1
30,79051,2,763,0
51,24787,4,476,0
68,93398,2,476,0
26,78177,0,714,1
65,63724,2,609,0
30,30663,2,301,1
47,36120,0,616,1
60,42740,4,808,0
42,22035,1,667,0
64,77443,3,525,1
42,87388,4,779,1
69,72335,2,362,0
47,63315,1,579,0
62,84165,3,313,0
66,66627,3,327,0
45,28303,3,441,0
44,69334,0,772,1
48,75892,0,823,1
38,81196,1,483,1
52,85700,2,616,0
55,59726,1,660,0
33,95751,2,744,1
33,69606,4,595,1
54,50694,3,703,0
49,51253,3,562,1
47,44230,0,676,1
36,73974,4,367,1
22,83545,4,770,1
35,36925,2,346,1
65,26033,4,357,0
49,82461,0,323,1
48,22665,2,589,0
64,47025,1,743,0
34,43533,2,702,0
65,65897,1,323,0
44,97661,2,363,1
57,40998,3,538,0
61,81248,1,582,1
66,43057,0,741,0
57,99244,1,599,0
42,90631,1,392,1
44,87173,2,674,0
61,58734,3,609,1
26,82072,2,466,0
41,84175,2,306,1
36,83783,3,342,0
37,90739,2,639,1
68,71042,3,452,0
60,72357,0,342,1
29,28669,3,500,1
29,87902,4,847,0
26,38910,3,525,0
67,76959,3,820,1
69,20366,4,638,1
57,68415,3,634,0
46,29907,1,480,1
52,52780,2,832,1
20,77879,2,571,1
63,55085,0,493,1
53,85499,0,837,1
23,40426,4,780,1
36,68197,1,397,1
23,27485,0,729,0
62,69527,2,811,1
45,84600,0,626,1
23,88748,0,715,1
20,78528,3,410,0
26,47799,0,511,0
49,66339,4,329,1
69,36087,2,566,1
28,27446,4,649,0
54,70460,4,813,0
27,78260,1,513,1
43,34877,3,550,1
38,44723,4,842,1
55,32943,1,618,1
69,30306,2,482,0
62,56784,2,488,1
46,40455,1,426,1
51,91448,4,595,1
33,49974,4,322,0
37,47371,3,829,0
47,23936,3,378,1
48,53166,2,845,1
35,45727,3,769,1
54,83969,1,604,1
66,48368,2,747,0
50,88531,4,498,1
23,59097,2,490,1
56,54984,0,531,1
36,70859,2,323,1
58,64291,3,760,0
67,85228,1,482,1
65,42150,4,732,0
45,42061,4,382,1
67,49178,3,392,1
58,76790,3,577,1
60,85696,3,384,1
23,35648,0,507,0
49,81779,1,743,0
49,56672,0,669,1
41,89109,3,775,0
30,80521,1,803,0
21,54593,3,530,1
63,33786,1,659,1
31,29815,4,318,0
49,41966,0,508,0
55,33794,3,430,0
37,51423,3,683,1
45,41302,2,391,0
26,81064,4,842,1
20,47835,3,661,1
45,93356,0,423,0
42,69282,4,572,0
45,72714,3,654,1
64,87035,0,399,0
25,43814,2,600,1
25,44089,2,502,1
63,93162,0,320,0
27,75831,4,497,0
43,52746,0,411,1
41,71940,0,448,0
38,56476,2,680,0
56,46283,2,482,0
37,21769,2,636,1
50,62278,3,637,1
56,66994,3,599,0
49,82898,1,521,1
61,35634,3,708,0
52,30965,4,417,1
29,47566,4,473,0
56,72196,2,518,0
31,68285,0,675,1
49,75499,2,618,0
46,39420,0,387,0
58,45236,2,377,1
28,26218,2,740,1
40,69892,4,500,1
31,94031,0,714,1
48,84057,1,303,0
52,98609,1,382,0
62,96907,2,792,0
34,31226,2,305,0
21,72271,4,646,0
58,30046,0,833,1
63,57117,2,750,0
37,24965,1,444,0
22,79478,0,301,0
26,98872,2,587,0
62,77277,0,524,1
37,79613,4,736,0
63,37373,1,513,0
57,65452,0,465,1
56,70089,1,672,1
52,26654,2,806,1
63,51280,3,632,1
50,76141,0,511,1
30,87894,1,588,0
23,46583,0,465,0
37,26360,2,425,1
23,73968,2,456,0
68,23743,1,331,0
53,27159,4,573,0
48,52151,0,600,0
43,20518,0,320,1
41,36652,2,823,0
21,98461,0,575,0
63,91011,1,306,1
25,62348,3,754,1
61,95422,2,429,1
44,97001,3,598,0
40,96757,0,396,0
35,44395,4,576,1
50,22335,1,584,0
33,90112,0,472,0
58,20500,1,631,1
47,28083,0,504,0
51,25543,0,402,0
47,88812,0,659,0
68,72237,2,430,0
28,26613,3,338,0
64,86863,4,606,0
41,60540,3,819,0
51,96202,3,345,0
24,46255,1,493,0
42,42068,2,817,1
24,69057,2,468,1
61,38946,0,421,0
51,40547,3,548,1
29,25769,4,506,1
58,44883,1,414,1
34,81340,2,538,0
26,99199,0,375,1
48,55162,4,468,1
66,53434,3,347,0
22,42102,4,369,1
38,41536,2,807,1
29,97891,1,454,0
47,87770,3,760,0
48,70388,1,672,0
34,70775,4,501,0
54,51147,4,616,0
25,70526,0,750,1
31,43659,3,395,1
66,43088,4,795,1
57,88464,2,661,1
32,79998,2,756,0
48,60382,1,477,0
38,48184,2,428,1
22,40099,4,789,0
27,89810,2,338,1
27,57739,3,757,0
39,28389,1,649,0
66,37352,3,751,0
23,41148,4,679,0
40,51828,4,408,1
22,88040,2,507,1
64,76795,0,540,0
27,78620,0,387,1
42,77114,4,698,0
35,60711,4,561,0
32,37748,1,624,1
22,53691,4,670,0
67,85282,4,404,1
28,80360,1,397,1
33,30246,3,786,0
32,79395,3,395,0
26,52486,1,771,0
34,50340,1,345,0
26,70300,3,330,1
57,23086,3,707,0
53,34860,3,674,0
60,37013,3,681,1
41,27407,2,788,1
43,53542,1,608,1
68,44935,0,434,1
56,69079,2,627,1
63,54111,0,498,1
20,76550,0,559,0
29,95697,4,423,1
62,96955,1,681,0
35,60565,2,806,1
65,39283,1,408,0
27,86470,3,340,1
68,99552,1,744,1
44,58233,0,445,1
69,42695,3,475,0
31,62734,1,578,0
44,21505,1,679,1
36,25363,0,464,0
45,68708,3,785,1
65,63614,0,660,1
67,21010,1,472,1
33,39861,2,476,0
60,44125,2,348,0
55,29369,4,410,1
42,89393,2,509,0
62,46671,3,454,1
25,95400,4,572,1
66,84512,3,754,0
24,95656,2,615,1
62,64138,2,514,1
44,73420,1,629,1
37,88089,3,443,1
32,35489,0,653,0
62,79789,1,580,0
33,89925,3,621,1
47,69703,4,605,0
37,96625,3,778,1
47,78228,4,689,1
46,23051,4,363,1
51,58090,2,564,1
66,48805,0,305,1
28,64557,3,467,0
59,22555,0,654,0
51,70241,4,472,0
39,98303,2,418,0
47,85994,0,525,1
52,36066,1,473,1
23,24721,4,428,0
65,97982,1,486,0
53,26304,0,362,1
67,62967,0,573,1
22,98763,0,509,0
45,60462,3,492,0
27,91834,4,831,1
25,70155,4,481,0
35,95842,4,527,1
43,22589,3,388,1
67,57078,0,443,0
58,74918,0,549,0
49,33601,1,524,1
64,27711,3,467,0
32,79430,2,409,0
24,83327,3,472,1
44,23970,1,810,0
39,89535,1,596,1
37,56176,1,542,1
66,61730,0,508,1
37,33385,2,542,0
21,25950,1,553,0
29,93511,4,381,0
64,73009,0,733,1
69,43398,2,774,0
66,45277,4,842,0
31,46761,2,303,1
66,84435,2,493,1
32,83944,4,355,0
69,51533,3,560,0
66,92502,2,679,1
30,92123,3,786,1
38,42880,2,395,1
54,90627,4,635,0
58,61753,2,628,0
45,21561,1,795,1
65,73205,1,818,1
33,79810,2,424,0
64,84482,4,559,0
63,89192,4,849,1
43,48330,0,307,1
60,36139,4,672,0
20,52977,3,521,1
62,24983,2,830,1
41,59909,1,649,1
42,84480,4,330,0
38,69029,1,657,1
37,41329,0,321,0
31,56734,2,588,0
47,62837,4,513,1
47,94354,1,464,1
52,96454,4,439,1
38,86786,0,669,0
47,24758,1,619,0
68,87699,1,708,1
56,41832,2,737,0
45,21868,2,312,0
54,70665,1,800,1
53,61862,2,325,1
54,39728,1,833,1
59,59857,3,375,0
35,48183,4,665,1
57,38940,3,790,1
32,25280,3,391,1
42,22164,4,565,0
41,99624,1,798,1
35,38405,1,469,1
47,22821,2,645,1
67,75090,0,527,1
54,42516,1,502,0
64,30473,4,745,1
65,66454,0,817,1
27,62530,4,431,0
63,97714,4,544,0
41,99632,4,390,0
40,89081,0,425,1
45,44798,3,771,1
59,20863,4,541,0
40,36148,2,801,1
44,74459,1,686,1
60,86189,1,306,1
20,28129,1,387,0
25,43118,0,444,1
42,20443,2,750,1
42,47041,2,630,0
62,41053,2,463,0
62,57204,2,641,0
42,62240,2,300,1
51,81102,3,419,0
49,28291,2,763,0
32,36285,2,761,0
62,81589,0,348,0
37,33944,0,626,1
42,74391,2,773,0
34,21607,3,667,1
52,22953,2,586,0
40,64941,2,323,0
58,91469,2,592,1
42,96922,4,748,1
46,81683,3,362,0
64,90218,1,757,0
63,31154,2,829,0
37,29047,1,712,0
43,95874,3,559,1
66,34323,2,483,0
59,57693,1,347,1
61,78730,1,446,1
26,46292,3,708,0
69,65111,2,739,1
67,95453,4,757,1
39,95681,3,528,1
46,59491,4,583,1
25,69336,2,644,1
46,36905,1,563,1
28,50273,3,677,1
64,46234,3,402,1
50,98885,3,322,1
40,86538,0,592,0
45,52573,2,566,1
59,84320,0,828,0
67,31330,3,775,0
64,92553,3,750,1
32,61353,4,584,1
68,36011,0,612,1
42,80985,1,461,1
39,37044,2,421,0
56,58292,1,780,1
47,25250,1,411,1
36,43289,2,538,1
47,53087,3,509,0
60,95952,4,648,1
21,56368,3,810,1
44,90815,3,301,0
69,81040,0,760,1
60,78900,1,781,0
25,35494,1,540,1
30,65166,1,353,1
57,45333,4,766,1
25,53050,4,408,1
64,99566,4,579,0
30,68070,2,356,1
33,25166,4,513,0
21,27121,0,807,0
59,34677,0,327,0
22,76561,3,503,0
54,57664,3,844,1
52,21293,3,608,1
43,42443,3,827,0
38,69212,0,642,0
37,95276,3,517,0
68,32559,0,386,1
43,85231,4,330,0
64,59044,4,399,0
54,41747,2,614,1
20,93509,3,794,0
55,50129,4,770,0
44,20037,4,814,0
64,68503,1,630,0
68,48207,1,493,0
62,53241,0,490,1
53,20058,2,551,0
44,88172,1,300,0
35,34834,2,758,0
53,47190,4,389,1
48,92832,0,817,1
38,41383,2,782,1
42,44660,1,415,1
38,22674,4,372,1
44,42820,3,455,0
35,45666,4,368,0
28,63794,1,770,0
20,22076,1,791,0
61,84854,3,599,0
38,72342,4,443,1
52,57555,2,505,0
53,75208,2,706,1
35,52406,4,596,1
63,81572,2,828,1
59,60262,4,436,0
37,43216,4,518,1
53,88117,1,817,1
44,50284,0,747,1
64,40171,1,431,1
25,34333,2,662,1
40,50535,0,643,0
25,95940,4,317,0
51,53700,2,715,0
60,61516,3,840,1
67,35577,2,452,0
62,35015,0,631,0
58,41236,0,618,1
50,86640,4,498,0
61,65704,3,825,1
29,62369,4,309,1
49,23646,3,438,0
37,45906,3,466,0
43,67728,4,446,1
28,34878,2,702,1
50,29145,1,744,1
34,38226,3,369,0
23,22802,0,627,0
59,44119,4,528,0
28,83560,2,618,1
64,77353,3,335,0
28,82126,2,554,0
45,91641,4,612,1
23,71712,0,634,0
36,72189,3,319,0
35,77784,3,597,1
34,88285,2,320,1
54,62949,4,777,0
24,54129,1,771,1
24,44512,3,769,1
39,99031,0,648,1
34,83554,3,685,1
37,22064,3,845,1
66,71567,1,745,1
21,50011,1,398,1
48,91152,4,354,1
32,93511,3,302,0
23,30960,3,631,0
61,78920,2,734,1
64,41387,2,785,0
29,35324,0,518,0
50,83960,0,510,1
60,91779,2,795,0
27,52628,0,531,1
22,95096,3,447,0
67,67452,1,506,0
65,61098,3,659,0
28,90459,2,718,0
49,59235,4,716,0
30,47949,4,481,0
54,42821,2,509,0
56,91612,3,549,1
61,42032,0,811,0
32,93537,0,438,1
55,35303,4,530,1
32,32303,2,311,0
31,70701,2,572,0
56,70511,1,787,0
29,38280,4,389,1
28,59427,2,324,1
26,26967,1,837,0
21,26661,0,359,1
42,97952,4,470,1
58,86046,4,746,1
59,55200,2,309,0
58,87442,2,542,0
40,81671,3,477,0
42,78168,0,556,1
48,68322,0,609,1
33,57696,1,815,1
45,90246,1,514,0
24,58892,3,329,1
50,35583,0,645,1
44,75215,1,364,0
50,44853,0,452,0
69,26109,0,339,1
39,79757,1,325,0
63,26659,2,572,0
36,21238,2,458,0
64,35064,1,300,1
21,51115,3,378,1
44,51952,4,527,0
32,25620,0,626,1
58,64258,4,800,1
47,24470,1,774,0
61,42003,0,654,1
25,47571,4,423,1
22,44668,2,723,1
54,97259,3,551,0
37,52046,4,813,1
30,90977,3,806,0
39,97255,2,785,0
24,25397,4,777,1
38,42233,1,632,1
41,80308,0,531,1
38,89726,2,841,0
66,83219,3,329,0
35,21130,3,472,1
43,34071,2,767,0
60,22118,1,775,0
23,20663,1,616,1
34,82408,3,696,1
44,71786,2,424,1
63,39158,2,379,0
54,51087,0,826,0
33,73121,3,822,1
68,39874,1,695,1
38,60821,4,388,1
57,80582,1,302,1
55,42787,1,835,1
26,84703,4,820,0
49,41705,3,370,0
38,89381,0,438,0
68,64653,1,309,1
44,52252,1,814,0
35,93332,3,830,0
66,92799,3,429,1
59,82185,2,700,0
27,98313,3,520,0
37,61538,3,736,1
47,40343,1,699,1
35,61232,0,412,0
38,73106,1,751,1
61,73079,3,517,0
36,45028,2,357,1
64,62135,0,412,1
32,51066,2,421,0
26,40910,4,707,1
46,27141,2,759,0
29,65950,2,384,0
53,75723,3,699,1
55,36225,3,655,0
44,52959,3,398,0
25,69192,3,820,0
43,99711,3,817,0
37,30051,2,407,1
42,91428,4,451,1
25,23449,3,326,0
48,61095,4,418,0
44,97929,4,399,1
36,49190,1,302,0
65,46141,1,628,0
43,43908,0,828,0
30,52322,1,405,0
45,70710,3,529,1
53,34012,4,603,1
47,54889,0,476,1
22,37412,1,383,1
30,44657,2,562,0
57,25656,0,495,1
33,28967,3,548,1
45,35764,4,681,1
67,35873,3,757,0
40,71030,3,708,1
58,87807,2,380,1
49,21607,2,711,0
27,39523,4,505,1
39,68447,1,687,0
67,69757,3,698,0
51,89201,1,307,0
41,91388,4,816,0
26,25462,3,749,1
28,51795,1,775,0
64,89806,3,641,0
20,68465,2,372,1
48,81109,2,420,0
27,70528,0,601,1
23,56230,4,533,1
54,68242,1,365,0
22,85883,3,529,1
64,21783,0,842,1
59,48390,4,350,1
26,28417,4,628,1
46,92102,4,686,1
20,37426,1,337,0
46,50750,2,472,0
35,78188,0,792,1
57,30872,1,754,1
26,68086,3,340,0
63,86770,1,428,0
42,54720,3,353,1
60,38079,3,385,1
30,37338,4,568,0
61,23291,1,595,1
52,94084,2,320,1
69,69393,3,514,1
55,89770,4,724,0
56,46720,2,488,1
60,33368,1,460,0
36,74313,2,840,1
54,67969,1,680,0
67,68838,3,543,1
24,28734,0,482,0
67,32197,0,843,1
51,88895,3,847,1
22,76831,2,392,1
66,78073,1,667,0
54,92925,0,458,0
33,70302,1,697,0
67,35624,3,479,0
50,87271,2,737,0
50,44315,1,672,1
36,37422,2,605,1
43,59137,0,678,0
42,92663,1,517,0
37,68232,4,628,1
69,98142,0,642,0
33,52743,2,462,1
69,35636,3,457,0
34,30108,4,409,0
34,93634,1,649,0
25,56180,0,664,0
46,38883,1,314,1
34,64400,1,452,0
69,65999,4,831,1
55,67951,4,699,0
27,27160,4,351,1
34,75262,4,768,1
22,39929,3,620,1
66,31123,2,666,0
32,48357,4,785,1
60,90496,0,315,0
53,53556,1,710,0
43,81934,4,573,1
59,98886,0,605,1
51,50881,3,391,0
51,38409,0,757,1
49,75416,0,569,0
68,87982,3,351,0
32,50657,3,420,1
20,68951,1,349,1
53,28752,4,774,0
34,33440,0,791,1
63,64864,2,679,1
33,69691,2,686,1
48,92035,1,588,0
53,42343,2,753,0
37,39673,1,670,1
26,79954,4,483,1
48,74698,1,504,1
50,46520,3,471,1
44,35784,3,521,0
57,58079,3,467,1
33,64220,3,543,0
27,40491,3,517,0
46,68720,3,355,0
21,34718,3,466,1
36,55597,3,818,0
56,81217,3,441,0
33,46832,4,424,0
44,74818,3,389,0
49,32864,1,610,0
48,28177,4,670,1
39,66115,2,515,0
40,76210,0,740,0
41,71954,4,485,1
54,31844,3,452,1
56,94130,4,395,1
35,33418,0,635,0
69,54854,0,814,1
68,95955,3,448,0
62,63950,3,831,1
36,85227,1,701,0
35,32835,0,630,0
21,37533,3,526,1
23,30223,0,657,0
40,30273,1,615,0
58,53519,2,335,1
53,44160,0,808,1
49,94385,1,777,1
25,68988,1,727,1
36,30348,1,749,1
58,87519,4,389,0
44,34629,3,840,1
24,69056,0,475,1
24,31273,4,719,1
39,60416,0,470,0
35,27894,4,693,1
60,66073,3,565,0
56,65693,1,803,1
59,71466,0,433,0
28,44343,1,325,1
24,63095,3,576,0
61,51174,0,399,1
21,70801,2,741,0
28,92436,2,724,0
62,89336,2,329,1
55,62926,3,795,0
41,92590,2,490,0
41,58827,0,486,0
41,64775,2,439,1
53,61201,0,619,0
48,49373,3,668,0
57,47525,1,596,1
65,92651,4,499,0
52,50486,2,678,0
37,98604,4,379,1
26,38640,1,746,0
20,81455,3,800,1
52,56136,3,558,1
20,82425,1,843,1
43,76539,4,420,1
23,44942,2,354,0
23,88363,0,792,1
37,78596,3,317,1
46,55255,1,608,0
62,82129,4,409,0
51,82286,2,630,1
52,36277,4,563,0
47,21643,2,567,0
61,43729,0,734,1
60,41818,0,749,1
55,85555,1,596,0
25,73629,1,436,0
35,75438,2,696,0
53,29457,2,483,1
42,79629,2,711,1
69,53922,2,619,0
61,29820,0,625,1
43,52750,1,716,0
68,57790,1,389,1
32,54421,3,740,0
37,88038,1,374,1
32,82325,1,566,0
68,45600,4,611,0
56,49394,4,782,0
62,99622,3,327,0
58,56171,2,641,1
61,81526,3,725,1
36,33149,3,834,1
34,50394,0,709,0
37,34396,1,584,0
42,43324,0,405,0
49,67198,1,803,0
53,51016,3,345,0
23,23194,1,746,1
22,52398,2,443,0
26,24789,2,836,1
37,84967,3,361,1
61,81134,4,381,0
26,90886,2,635,1
59,44977,3,510,0
25,20129,0,699,0
41,79683,4,646,0
20,65331,2,497,1
23,54626,3,676,0
65,68503,3,461,1
68,47549,0,507,0
69,32342,0,726,0
62,56417,4,343,0
48,96514,2,790,1
40,72249,3,578,1
45,72664,4,445,1
33,28833,4,368,0
28,80658,0,821,0
66,49473,3,410,1
31,20737,1,848,0
61,66647,0,354,0
25,84054,3,522,0
39,21299,4,823,1
43,83281,4,445,1
46,85875,2,563,0
57,52920,1,843,1
27,74836,0,767,1
20,62381,2,486,0
68,76298,2,642,0
68,44509,1,398,1
43,62095,0,605,1
66,71524,0,498,0
26,86909,4,453,1
38,92618,0,395,0
41,45532,2,658,1
54,80285,4,698,0
49,38866,0,675,0
48,27593,1,627,1
41,29495,2,571,0
30,27837,3,594,0
39,96708,1,694,1
48,38680,1,771,1
60,75476,0,847,1
61,50346,4,317,0
53,43412,4,376,1
20,50804,2,348,0
50,85206,0,797,0
49,30934,4,725,0
67,50723,3,428,0
37,40405,0,818,0
36,38748,0,603,0
57,90766,4,411,1
33,66413,1,662,1
42,42354,0,365,1
44,94490,1,330,1
34,37388,2,594,1
65,56523,2,618,0
41,77693,4,313,1
22,55732,2,541,0
38,61646,4,652,0
63,41021,4,547,0
53,72776,1,767,1
54,39116,1,687,0
69,92009,2,741,1
20,96620,1,641,1
40,64771,0,815,0
48,48756,3,344,0
25,22919,0,718,1
56,43550,0,502,0
20,56524,4,838,1
20,74606,3,685,1
46,88819,4,659,0
40,90227,1,767,0
35,43212,1,504,1
63,60118,3,546,1
59,48602,2,348,0
45,37540,1,665,0
35,55829,0,552,1
47,76309,3,377,0
20,85403,3,716,1
55,91455,1,334,1
29,42277,1,737,1
62,79673,4,611,0
36,37676,4,442,1
42,62844,0,496,0
26,84708,3,559,0
63,29752,2,665,1
26,94711,2,491,0
63,60670,3,786,1
34,87603,0,833,1
53,51478,4,323,0
65,46439,4,374,0
64,54747,4,693,0
23,49810,2,757,0
33,38302,2,409,1
33,86236,0,389,1
35,84467,2,336,1
26,54841,1,606,1
51,64713,2,361,0
38,69546,4,604,0
21,23048,0,478,0
29,53290,3,839,0
69,78906,3,743,0
36,96637,0,818,0
56,49778,1,335,1
31,47425,3,777,0
25,78176,4,372,1
41,32674,3,329,0
51,82402,3,602,0
60,53053,4,646,0
39,31957,2,810,0
20,92644,1,816,0
66,73616,4,364,1
25,37829,4,752,1
38,25837,0,828,1
37,84141,1,668,1
25,35032,2,336,1
64,46352,4,680,1
52,50215,2,518,0
42,76319,4,545,1
42,94642,4,849,1
45,61247,0,550,1
32,63048,3,645,1
26,95532,1,771,0
34,86714,0,421,1
63,55319,2,625,1
46,36025,4,827,1
45,29780,4,420,1
52,42706,1,438,0
34,62916,0,386,0
55,95503,0,429,1
64,50856,2,551,0
46,29179,0,659,1
24,58623,0,729,1
21,37587,3,346,0
52,43733,1,800,0
35,23975,0,724,1
42,98455,2,674,0
57,95138,4,410,0
35,65463,0,526,1
33,62154,0,338,1
48,95676,4,434,1
45,48830,3,594,1
54,92126,1,333,0
34,66745,3,727,1
22,50609,2,367,1
42,37401,0,498,1
48,47729,3,558,0
53,65167,1,436,0
52,77391,2,680,0
60,78171,3,823,0
60,26647,0,537,0
42,41106,1,583,1
26,26015,0,757,0
22,41506,0,434,0
51,44067,2,381,0
50,22056,1,508,1
37,49328,4,702,1
62,97712,0,487,1
26,72832,1,792,1
60,62771,0,554,1
20,66515,3,622,1
33,84538,3,724,0
51,88650,1,714,0
25,98978,2,466,0
58,60151,4,784,0
29,21629,3,735,1
26,48155,2,831,0
45,38288,4,780,1
53,70588,3,479,0
49,56085,4,370,0
55,31251,0,740,0
40,45574,1,438,1
36,29623,3,401,1
52,74715,3,767,1
29,26123,0,582,1
66,23061,3,328,0
61,59095,3,317,0
31,79618,3,807,1
35,48451,3,319,1
60,54814,3,625,0
51,96868,2,655,0
34,57832,3,732,1
46,29445,0,698,0
47,53490,3,317,1
36,49767,4,849,1
65,66057,4,675,0
69,93100,0,639,0
21,61043,2,449,1
55,47946,0,532,1
69,56587,2,403,1
26,23364,1,520,1
32,89854,4,325,1
34,76088,4,363,0
44,97015,4,553,1
42,27398,2,548,0
41,22452,0,430,0
45,53193,2,329,0
52,99401,4,309,0
30,45345,4,388,0
29,94335,4,729,1
44,79196,4,446,0
56,43053,1,426,1
67,25015,4,423,1
62,28657,2,640,0
57,71116,4,817,0
60,41951,3,350,0
64,46521,1,697,0
43,74431,4,613,0
59,30731,3,813,0
65,38744,2,801,0
52,83094,1,829,0
36,38423,4,718,0
43,37568,2,493,1
56,67411,3,611,0
21,23934,1,598,1
51,96945,4,628,0
43,28172,2,775,0
28,47358,1,416,1
23,86313,3,563,0
36,39763,4,816,0
36,68673,1,818,1
69,87975,3,320,0
67,27804,3,776,0
49,67594,2,848,0
59,98748,3,472,0
30,87525,3,361,0
40,93404,0,505,1
40,44604,3,478,1
37,42135,4,641,1
48,57918,1,739,1
43,70849,4,374,1
29,50847,4,589,1
64,63774,2,443,1
36,80709,0,507,0
37,30680,0,571,0
61,75037,4,714,1
67,78914,1,696,1
39,46309,0,683,0
