ID,Year,Mileage,EngineSize,FuelType,Transmission,Horsepower,Price
2032,2005,51598,5.2,2,1,496,64922
2033,2004,234884,1.8,1,0,245,77973
2034,2014,246371,2.8,2,0,355,20408
2035,2021,161623,1.6,1,1,373,37562
2036,2014,233583,3.0,0,0,140,81015
2037,2001,78206,1.2,3,1,321,30171
2038,2000,84900,2.4,0,0,447,11831
2039,2022,36296,3.0,2,1,495,23745
2040,2022,231288,3.4,3,1,127,69333
2041,2010,159138,3.7,0,1,440,65564
2042,2009,169964,2.4,1,1,286,64162
2043,2017,85577,3.6,1,1,361,5156
2044,2017,215662,3.5,0,0,63,32879
2045,2016,87173,2.6,3,0,219,88150
2046,2007,217365,5.2,2,1,158,28963
2047,2014,74771,3.7,1,0,375,38957
2048,2007,247866,2.7,2,0,367,84630
2049,2016,168556,5.7,3,1,92,12694
2050,2011,87865,5.2,3,1,362,97061
2051,2007,109074,5.9,1,1,407,58752
2052,2013,168187,4.5,2,1,124,63443
2053,2003,167110,2.9,3,1,464,85474
2054,2000,46622,2.4,2,0,356,60041
2055,2000,45886,4.3,1,0,290,60016
2056,2018,192356,5.9,1,0,372,51101
2057,2015,150973,4.1,3,1,434,85295
2058,2013,66377,5.4,3,0,129,29867
2059,2020,92910,2.6,2,1,221,21996
2060,2015,190934,3.0,3,1,483,61440
2061,2004,128992,5.5,1,1,365,45446
2062,2008,173878,4.8,3,1,308,19720
2063,2001,158731,5.9,0,0,377,79458
2064,2017,164525,4.9,1,1,163,11377
2065,2005,171570,3.2,2,0,385,95329
2066,2008,211465,3.7,3,1,160,78042
2067,2000,26312,5.5,3,0,359,18882
2068,2008,11436,3.8,1,0,51,59848
2069,2015,37569,2.3,1,1,78,29821
2070,2012,199885,3.2,2,0,321,18181
2071,2008,126787,3.6,1,0,296,70939
2072,2020,100485,1.5,2,1,270,66104
2073,2012,214301,4.7,3,0,144,60264
2074,2008,187058,1.5,2,0,283,7080
2075,2010,112555,3.0,2,0,364,80176
2076,2003,194249,5.0,2,1,444,48664
2077,2001,150377,3.3,3,1,292,17151
2078,2005,42646,5.2,0,0,73,29844
2079,2013,233910,2.7,0,0,388,31352
2080,2003,86126,5.8,2,0,209,13304
2081,2005,127922,2.0,1,0,379,58064
2082,2018,50430,1.2,0,1,231,59775
2083,2005,132238,5.4,3,0,290,42869
2084,2001,78659,4.8,2,0,233,14536
2085,2017,125341,2.2,0,0,401,20254
2086,2012,14158,5.9,3,1,392,16303
2087,2008,84236,3.5,2,0,402,85545
2088,2022,86067,5.8,0,0,399,94635
2089,2018,168810,3.5,2,1,143,69433
2090,2012,19879,3.4,0,0,376,66804
2091,2010,146615,3.2,0,0,257,5205
2092,2000,122284,2.7,1,0,476,6909
2093,2021,188996,3.7,0,1,102,14172
2094,2006,183420,3.3,1,1,419,66546
2095,2020,94117,1.2,3,0,434,56796
2096,2014,177751,2.3,0,0,143,80487
2097,2000,220190,2.1,2,1,147,49445
2098,2011,53888,5.3,1,1,494,54191
2099,2006,40276,4.0,0,0,167,77075
2100,2014,244611,4.8,1,0,339,41444
2101,2020,14799,5.8,2,0,366,41736
2102,2018,231699,4.2,2,1,407,69977
2103,2000,234842,5.9,2,1,110,80497
2104,2016,122529,2.6,3,1,301,31666
2105,2016,134713,1.9,3,1,297,55159
2106,2002,100141,3.0,2,1,313,9027
2107,2011,201630,3.4,3,0,103,45068
2108,2005,125013,5.5,3,0,230,41756
2109,2010,177606,3.8,3,0,197,39385
2110,2002,41668,2.5,3,1,95,95260
2111,2007,145183,4.7,3,0,167,23502
2112,2013,165758,3.5,3,1,142,7368
2113,2013,213623,1.8,2,1,80,76258
2114,2009,82392,3.9,3,0,262,15113
2115,2001,26490,5.6,3,0,203,32390
2116,2013,176266,5.2,1,0,496,18473
2117,2008,155569,3.9,1,0,453,43247
2118,2002,194588,2.9,3,0,327,87377
2119,2020,127219,1.4,0,1,362,79415
2120,2007,229802,3.3,0,1,490,75424
2121,2015,54104,4.8,3,1,153,28711
2122,2001,15316,2.8,2,0,203,37249
2123,2005,48130,2.2,2,0,322,69300
2124,2020,211301,5.7,1,0,394,41955
2125,2011,117294,5.1,2,0,406,85524
2126,2004,39954,4.2,2,1,204,19596
2127,2001,123437,1.7,2,0,372,55246
2128,2015,162724,1.7,3,0,105,33122
2129,2004,155250,1.5,3,0,329,12866
2130,2014,192235,4.1,0,0,74,65310
2131,2011,155823,1.6,1,0,419,37439
2132,2003,207033,5.2,0,1,315,50711
2133,2014,144116,6.0,2,0,341,50363
2134,2010,73165,2.8,2,0,283,12566
2135,2015,152552,3.3,0,0,259,25157
2136,2022,206511,4.6,0,1,174,63117
2137,2005,184946,5.7,3,0,222,47086
2138,2013,245605,5.5,3,1,167,74911
2139,2017,76775,1.3,1,1,450,11276
2140,2011,147638,1.8,3,0,363,17892
2141,2010,95311,4.8,2,0,132,84518
2142,2012,243589,4.4,2,0,131,97194
2143,2020,63149,1.7,0,0,72,6529
2144,2022,144078,3.5,1,1,185,30185
2145,2010,82561,4.9,3,1,355,66074
2146,2022,160495,2.1,1,1,449,84905
2147,2015,245934,5.4,2,1,138,9573
2148,2014,100710,1.3,2,0,348,54617
2149,2020,102199,4.9,3,0,401,56584
2150,2014,175024,4.1,3,1,418,29232
2151,2003,37326,2.6,3,1,419,30908
2152,2010,127272,4.6,0,1,260,45143
2153,2018,41139,4.9,2,1,131,63493
2154,2014,203175,5.7,0,0,145,16967
2155,2003,201929,2.8,2,1,95,56111
2156,2020,83638,4.4,3,1,482,59333
2157,2012,82652,4.0,2,1,409,65470
2158,2021,22937,3.6,2,1,320,59619
2159,2018,40161,5.5,1,0,98,74130
2160,2001,145455,1.0,2,1,198,21623
2161,2013,95856,2.4,2,1,124,87739
2162,2003,80043,3.7,1,1,270,16487
2163,2015,155807,1.9,3,1,273,48545
2164,2020,69919,5.5,1,1,55,91502
2165,2019,236321,4.2,3,0,104,57159
2166,2013,92055,3.4,3,1,388,6613
2167,2014,208633,5.1,3,1,381,43408
2168,2002,95455,3.3,2,1,64,84094
2169,2007,178694,3.8,1,1,60,10633
2170,2015,48135,1.0,1,0,432,78212
2171,2009,176730,2.8,1,0,216,83711
2172,2003,94677,1.7,1,0,425,80210
2173,2017,39696,4.4,0,1,123,51451
2174,2001,144845,3.4,2,0,356,60053
2175,2016,34956,2.5,0,1,214,86954
2176,2012,25819,3.3,2,0,482,80327
2177,2003,11528,2.0,1,0,234,78112
2178,2010,137781,5.6,0,0,137,40680
2179,2006,96491,1.3,3,0,292,6544
2180,2011,54588,5.3,1,1,405,76433
2181,2009,211657,3.6,1,0,114,75176
2182,2006,109152,4.1,3,0,322,10612
2183,2012,137872,2.5,1,1,240,87824
2184,2006,161583,5.8,2,0,191,39357
2185,2016,20119,2.4,1,0,87,65684
2186,2009,85893,3.9,2,0,423,35887
2187,2009,26167,6.0,2,1,202,12551
2188,2003,197575,5.4,1,1,429,26815
2189,2019,120782,3.7,3,0,86,62403
2190,2003,228861,6.0,2,0,276,37720
2191,2021,140775,4.5,0,1,391,57890
2192,2006,44889,2.0,2,1,489,25075
2193,2021,55678,3.0,3,0,301,83140
2194,2000,236406,2.7,1,1,416,24755
2195,2011,70262,2.7,3,0,184,45504
2196,2012,145753,4.8,3,1,60,84914
2197,2009,90291,3.9,1,1,251,86213
2198,2014,76008,1.2,0,0,383,48929
2199,2012,239489,5.4,0,0,468,72543
2200,2022,154762,2.5,2,0,287,43748
2201,2021,35912,6.0,2,1,418,27463
2202,2021,16473,5.8,0,0,469,33612
2203,2020,182370,5.7,1,0,357,48514
2204,2021,159741,5.1,3,1,118,65412
2205,2008,109500,2.1,1,1,219,8806
2206,2008,223070,3.7,3,0,120,10826
2207,2014,162015,2.1,3,1,320,19808
2208,2009,48785,2.3,0,0,198,23100
2209,2009,110956,4.1,0,1,131,60655
2210,2007,204499,1.2,1,1,50,59682
2211,2015,203073,5.8,3,1,444,18568
2212,2016,202796,5.6,1,1,59,77752
2213,2004,129006,2.9,2,0,478,28087
2214,2003,20832,3.6,0,1,489,88407
2215,2017,146457,3.3,0,0,196,5738
2216,2018,236970,5.4,3,1,423,18006
2217,2003,155780,4.4,0,0,347,14020
2218,2006,199672,2.4,1,0,143,78336
2219,2009,164510,3.2,3,1,419,62431
2220,2017,92747,3.1,3,0,346,18412
2221,2018,90107,5.8,2,0,431,56298
2222,2003,201134,1.9,1,0,282,49565
2223,2009,75428,1.4,3,0,197,84463
2224,2000,96843,5.4,0,0,173,64877
2225,2022,21002,5.5,0,0,460,65486
2226,2017,177225,5.4,3,1,317,73011
2227,2004,163512,3.6,0,0,297,86181
2228,2014,77501,4.3,3,0,431,27654
2229,2016,42556,3.8,3,0,147,38318
2230,2002,77963,1.3,3,1,497,7472
2231,2011,242217,4.0,0,1,155,13072
2232,2001,231797,1.1,0,1,419,61192
2233,2000,231746,2.6,1,0,215,34058
2234,2022,16563,5.7,2,1,499,14156
2235,2020,220995,2.5,0,1,162,9227
2236,2016,15840,5.7,3,1,107,69747
2237,2021,25154,2.3,0,0,419,11304
2238,2015,34194,2.6,0,1,415,50472
2239,2004,206092,4.1,3,1,295,46516
2240,2014,187933,4.8,1,0,316,90395
2241,2002,163520,3.5,3,0,463,44076
2242,2006,237532,5.4,1,1,497,93915
2243,2010,33528,1.2,0,0,432,60521
2244,2009,170474,5.6,3,1,388,36892
2245,2008,14352,2.0,0,0,225,55482
2246,2013,10184,5.4,3,1,345,11879
2247,2012,151456,3.0,0,0,163,80171
2248,2001,24319,5.2,0,0,143,58425
2249,2002,130497,4.4,0,0,299,31954
2250,2006,161521,1.9,3,1,404,81463
2251,2020,66333,5.6,1,1,117,16804
2252,2017,51205,2.2,0,1,198,8369
2253,2002,20426,2.2,3,0,54,25065
2254,2009,17504,5.1,3,0,295,90178
2255,2021,197650,1.5,0,1,213,22334
2256,2006,199281,2.1,0,0,299,57087
2257,2008,126775,3.5,1,1,184,33489
2258,2016,43368,5.2,0,1,430,15690
2259,2010,247180,1.7,1,1,493,68381
2260,2006,113841,3.7,2,0,233,83443
2261,2013,193257,4.6,3,1,336,92123
2262,2018,238702,5.3,1,1,261,84495
2263,2003,126744,5.7,0,1,74,80889
2264,2005,221293,4.9,1,1,407,56839
2265,2009,18724,4.3,0,1,233,85984
2266,2006,146156,3.2,1,0,266,89618
2267,2012,175882,1.6,3,0,386,49567
2268,2013,223349,4.5,1,1,384,71457
2269,2003,92297,6.0,2,1,424,26026
2270,2007,135099,4.7,3,1,211,9071
2271,2004,88872,1.1,1,1,221,80662
2272,2000,161944,3.5,2,0,412,46577
2273,2003,220022,4.1,2,0,56,24213
2274,2002,80333,4.4,1,1,152,96751
2275,2008,209915,4.6,3,0,356,78901
2276,2007,239176,3.8,1,0,202,65917
2277,2000,12596,2.1,3,1,287,76224
2278,2005,27167,5.7,3,1,461,60847
2279,2008,97844,4.5,1,1,219,21857
2280,2006,99751,2.2,2,1,460,35892
2281,2003,139817,2.6,3,1,470,85495
2282,2012,218403,5.6,0,0,360,7326
2283,2016,90520,5.4,0,0,343,75141
2284,2001,68326,3.0,2,0,105,42458
2285,2004,87670,1.2,2,0,141,11247
2286,2011,151854,1.2,1,1,211,8122
2287,2020,183074,2.4,3,0,206,46728
2288,2007,228259,4.1,1,1,225,96212
2289,2005,34022,3.9,0,0,121,99636
2290,2007,94458,4.2,0,1,126,53131
2291,2017,155690,4.6,3,0,95,6112
2292,2002,158317,1.1,3,0,342,60945
2293,2021,93796,1.5,0,0,296,42625
2294,2011,151099,2.8,1,1,52,19698
2295,2002,155058,1.8,3,1,383,72613
2296,2021,120704,1.4,1,0,273,94997
2297,2005,144598,4.2,3,1,298,23143
2298,2001,232869,5.1,2,0,264,59429
2299,2022,54361,4.8,1,0,126,79244
2300,2011,208230,5.1,0,1,280,11636
2301,2001,48286,4.3,2,1,99,60566
2302,2005,39533,4.7,1,0,198,17335
2303,2016,242033,2.4,3,0,156,10472
2304,2002,159388,6.0,0,0,481,89248
2305,2001,149771,1.9,3,0,235,84347
2306,2022,220563,2.1,1,0,336,46234
2307,2019,137441,2.4,2,0,56,96194
2308,2007,107079,5.9,1,0,362,48188
2309,2021,110960,5.9,0,1,341,9566
2310,2011,68465,5.0,2,1,391,33420
2311,2003,157745,4.1,0,1,329,31023
2312,2004,33395,3.6,3,1,73,84801
2313,2012,114162,5.9,2,1,361,78827
2314,2014,140704,4.5,1,1,262,36181
2315,2022,164779,5.7,3,1,238,66317
2316,2015,225821,2.6,3,0,126,90827
2317,2009,85937,2.7,1,0,173,34207
2318,2022,139647,5.3,3,1,333,52193
2319,2015,130650,1.7,0,0,209,77169
2320,2011,140744,5.7,1,1,382,10778
2321,2016,227804,3.5,3,1,273,10434
2322,2015,197488,5.6,2,1,295,75972
2323,2011,101512,2.7,1,1,127,61169
2324,2007,149830,4.6,1,0,145,88500
2325,2019,77009,3.4,3,1,94,73002
2326,2002,154353,4.1,1,1,118,90429
2327,2015,42548,3.5,1,1,148,67183
2328,2012,28371,5.8,1,0,425,87921
2329,2022,234971,4.5,1,0,117,49161
2330,2018,218665,2.3,1,1,127,42600
2331,2007,115977,5.5,1,0,195,48977
2332,2021,160716,2.5,0,1,124,47796
2333,2004,234731,2.9,3,0,388,46632
2334,2019,164946,1.5,0,1,51,45553
2335,2007,229731,5.5,3,1,436,97067
2336,2011,24281,2.4,1,1,206,94053
2337,2000,209859,2.3,3,0,136,85870
2338,2020,163361,5.6,0,0,299,9676
2339,2019,146126,5.0,3,1,97,26702
2340,2005,110020,1.7,1,0,303,16507
2341,2021,117508,4.8,1,0,114,33536
2342,2017,76846,5.6,1,1,91,53488
2343,2007,104682,1.4,0,1,183,66418
2344,2006,190841,5.1,2,0,364,69599
2345,2000,39312,3.7,1,1,130,63928
2346,2020,237589,4.3,1,0,68,29601
2347,2015,124186,3.5,3,1,413,66950
2348,2011,14257,4.5,2,1,229,76848
2349,2005,156918,1.2,3,1,366,85839
2350,2019,163555,4.8,0,1,169,56172
2351,2001,36558,1.2,2,1,435,73714
2352,2013,53188,3.3,1,1,384,70852
2353,2003,154084,1.8,2,1,456,86100
2354,2000,43236,5.1,1,1,68,45856
2355,2022,245281,2.6,0,0,402,40434
2356,2017,55076,3.3,3,0,119,55237
2357,2012,58402,3.1,0,0,483,94565
2358,2001,104467,4.9,0,0,238,61402
2359,2008,173148,3.4,1,0,452,41631
2360,2020,90337,4.9,3,0,143,49012
2361,2001,125827,1.4,0,0,199,26344
2362,2008,216236,2.0,2,0,436,79316
2363,2000,84264,3.8,0,0,173,46637
2364,2010,27335,5.7,1,1,182,94607
2365,2002,53773,1.4,2,0,271,88769
2366,2019,193230,1.2,2,0,116,69018
2367,2022,38570,1.8,3,1,493,55461
2368,2003,97995,4.2,2,0,344,22974
2369,2017,50658,3.0,2,1,280,16437
2370,2022,200256,5.1,1,1,205,33837
2371,2005,130640,1.4,3,0,434,37719
2372,2002,82613,2.0,0,0,199,69381
2373,2021,68194,2.5,2,1,158,68930
2374,2010,208579,4.1,0,0,478,84670
2375,2014,121872,4.4,0,0,356,74509
2376,2021,175031,1.6,0,0,152,54988
2377,2004,194144,5.7,3,0,130,14257
2378,2019,186660,2.7,0,1,155,92294
2379,2009,181605,4.6,1,1,356,94042
2380,2011,118558,3.6,3,0,77,25544
2381,2014,78582,2.1,3,0,299,40813
2382,2016,202815,5.2,3,0,335,93536
2383,2009,185590,5.1,3,1,57,9431
2384,2005,153775,3.0,2,0,303,51089
2385,2017,59456,3.9,2,0,90,39727
2386,2012,65491,2.3,0,1,202,55867
2387,2002,18043,4.4,2,1,108,18079
2388,2009,113212,2.5,3,0,254,94018
2389,2013,78340,5.2,0,1,339,95132
2390,2005,151248,2.1,1,0,216,97339
2391,2002,145008,1.1,2,1,376,72942
2392,2015,41174,2.3,3,1,421,37900
2393,2006,92632,2.0,0,1,263,79403
2394,2019,98768,3.5,2,1,274,77690
2395,2013,135775,2.0,3,1,479,38557
2396,2008,118177,4.8,0,1,343,10511
2397,2014,35909,2.2,2,0,158,38758
2398,2020,54158,4.5,1,0,466,90376
2399,2002,149438,3.9,2,1,422,18598
2400,2001,226197,5.9,3,1,293,91167
2401,2001,195409,6.0,3,0,327,61573
2402,2002,134296,5.3,1,0,460,36020
2403,2017,69331,4.8,1,1,240,19726
2404,2013,203269,2.9,0,1,204,44041
2405,2019,213114,4.8,0,0,70,55750
2406,2017,191996,5.8,3,1,486,58074
2407,2009,169914,1.1,2,0,212,77232
2408,2001,158530,3.7,1,1,299,23416
2409,2021,97367,2.1,0,1,96,65504
2410,2000,75382,3.8,3,1,99,47673
2411,2003,84319,3.3,3,1,424,41310
2412,2013,21170,3.9,3,0,187,72232
2413,2000,129952,3.8,1,0,160,48050
2414,2013,90145,5.8,1,0,333,47450
2415,2015,115626,3.8,1,0,281,40894
2416,2021,186014,5.2,2,0,342,96186
2417,2013,229643,2.6,1,0,218,41193
2418,2019,26208,3.2,3,1,238,79404
2419,2002,176250,3.4,1,1,100,92614
2420,2002,220244,2.4,2,0,57,29386
2421,2008,150111,2.9,2,1,278,37684
2422,2005,24990,4.0,3,0,419,71808
2423,2012,147513,3.9,0,0,491,63474
2424,2020,215293,4.2,1,1,282,95288
2425,2001,139327,2.8,1,0,494,17416
2426,2007,89314,2.6,2,1,466,74539
2427,2020,187031,4.1,2,0,68,30693
2428,2001,36862,1.7,0,0,79,31033
2429,2003,168345,2.3,2,0,191,5688
2430,2014,103949,1.2,2,1,341,59226
2431,2003,183572,1.4,2,1,440,20998
2432,2012,140223,2.2,2,1,165,9907
2433,2011,13956,1.1,0,1,156,38132
2434,2012,213161,2.2,1,0,83,87435
2435,2013,98789,4.3,1,1,227,69915
2436,2019,99451,1.3,1,1,81,49914
2437,2017,127782,3.2,1,1,347,77444
2438,2005,12365,5.6,1,1,210,45910
2439,2010,82204,5.0,3,0,424,58928
2440,2001,146072,2.5,3,1,319,60285
2441,2022,67072,5.6,2,0,461,30117
2442,2018,62499,2.6,3,1,163,94158
2443,2018,79211,1.4,1,1,472,63280
2444,2004,153979,6.0,2,1,143,52098
2445,2018,158408,5.4,1,1,80,94735
2446,2001,95220,3.3,1,1,201,97657
2447,2009,103847,4.3,2,1,292,77006
2448,2001,193403,4.4,1,1,437,23923
2449,2010,221744,2.0,3,1,314,56908
2450,2017,119459,2.0,2,1,405,59431
2451,2014,87755,3.3,0,0,375,94295
2452,2008,78783,5.6,0,1,73,60485
2453,2022,211023,1.0,0,1,267,31329
2454,2018,193581,4.9,1,1,403,89469
2455,2008,137851,1.3,1,0,114,80686
2456,2002,16472,3.4,1,0,264,10242
2457,2020,163452,4.2,1,1,450,46691
2458,2008,113152,4.4,2,1,149,84648
2459,2013,168352,1.3,0,0,470,22217
2460,2018,162931,3.1,3,0,355,80880
2461,2006,240413,3.9,2,1,299,26070
2462,2015,189474,1.3,0,0,478,93038
2463,2015,149334,1.7,0,1,325,18510
2464,2000,152138,4.3,2,0,364,63579
2465,2003,156626,3.6,2,1,364,19860
2466,2003,17008,1.8,2,1,139,18151
2467,2006,97851,3.7,3,1,444,21668
2468,2007,90799,5.6,0,1,488,45259
2469,2016,26238,1.1,3,1,389,8538
2470,2004,245018,4.2,3,0,300,9233
2471,2006,223097,1.4,3,1,114,68843
2472,2019,27153,1.0,3,0,285,54227
2473,2019,69353,1.8,3,0,126,20033
2474,2003,62092,3.1,2,0,107,14087
2475,2005,184224,5.0,3,0,149,17985
2476,2006,59104,2.4,1,1,428,28399
2477,2017,165355,4.1,2,0,349,45005
2478,2004,187501,3.1,0,0,447,28084
2479,2019,218295,2.2,0,0,294,94265
2480,2002,229606,3.6,2,1,430,26167
2481,2006,196029,5.0,3,1,101,63282
2482,2021,38887,5.2,2,0,211,41109
2483,2013,187244,5.2,0,0,240,33915
2484,2006,14355,2.7,0,1,171,9251
2485,2004,43701,5.0,2,0,460,51268
2486,2021,182606,2.1,1,1,317,18221
2487,2004,81442,4.7,1,0,343,51154
2488,2022,202346,5.7,1,0,295,53672
2489,2001,219180,1.1,0,1,233,8778
2490,2020,22279,3.2,1,1,498,32532
2491,2021,184563,4.2,1,0,395,76772
2492,2005,130738,4.5,2,1,217,71181
2493,2014,217219,1.9,3,0,153,40007
2494,2020,149333,5.9,3,1,454,96241
2495,2009,145546,4.1,2,1,465,47421
2496,2022,101414,1.8,3,1,138,44862
2497,2006,38390,1.1,1,0,61,30627
2498,2004,167997,4.9,0,0,138,46486
2499,2000,92174,1.4,1,0,203,81439
2500,2012,200123,1.7,2,1,85,9458
2501,2020,230079,3.9,3,0,65,89337
2502,2017,14787,4.0,2,1,255,89057
2503,2012,214470,4.4,2,1,211,80453
2504,2020,199249,3.0,1,1,418,47688
2505,2020,53724,4.9,3,1,457,36257
2506,2017,20663,5.9,0,0,249,44533
2507,2004,157192,2.4,1,0,472,25924
2508,2012,163812,4.5,2,0,497,74590
2509,2003,243118,5.6,2,1,254,16243
2510,2016,143107,4.4,3,0,206,44403
2511,2002,110271,4.4,2,1,464,37768
2512,2016,198515,2.1,2,0,368,24619
2513,2010,77388,3.7,1,0,348,91852
2514,2020,62335,3.8,3,0,68,45772
2515,2019,53315,4.5,1,0,187,60167
2516,2022,205237,6.0,0,0,105,6634
2517,2020,114922,1.2,2,0,237,30373
2518,2003,56627,1.3,1,1,92,79631
2519,2001,149375,1.4,1,1,353,58505
2520,2019,59334,4.7,3,1,345,49131
2521,2015,196964,1.7,2,0,339,6894
2522,2017,202268,4.1,1,1,415,43034
2523,2007,75700,2.6,2,0,162,9850
2524,2002,49726,3.3,0,1,418,61902
2525,2008,241513,2.1,2,0,178,7061
2526,2019,216823,5.3,2,0,324,29451
2527,2005,190678,3.9,1,1,306,58677
2528,2009,40694,5.7,3,0,425,85672
2529,2020,172325,3.9,3,0,137,73900
2530,2009,165302,1.6,3,1,458,14066
2531,2012,195046,1.9,0,1,265,56997
2532,2016,73545,5.9,0,1,408,95094
2533,2008,157997,4.6,1,1,389,64347
2534,2016,16033,1.2,3,1,333,96853
2535,2008,72461,4.5,0,0,156,42786
2536,2008,12665,3.1,3,0,350,30463
2537,2000,37025,2.5,3,1,73,78158
2538,2001,164605,1.8,0,0,281,41177
2539,2015,186969,5.2,3,1,93,58029
2540,2000,87661,1.3,2,0,435,84283
2541,2009,130473,2.4,1,0,456,93038
2542,2017,30998,2.5,0,0,127,17374
2543,2007,71248,1.8,0,1,367,99558
2544,2020,114493,3.5,3,0,192,66249
2545,2010,33057,1.1,0,1,465,41263
2546,2022,89244,2.5,2,1,264,92717
2547,2001,224680,5.7,3,1,53,31408
2548,2007,211703,2.6,2,0,261,88174
2549,2021,107031,2.8,1,0,431,66316
2550,2007,122713,3.4,1,0,336,43591
2551,2016,115887,3.8,2,1,364,30143
2552,2014,77173,5.0,3,1,248,25694
2553,2016,221278,2.0,1,1,50,70535
2554,2022,48734,5.4,3,1,374,49730
2555,2012,72072,4.8,3,1,63,49639
2556,2018,205247,4.6,1,1,271,18044
2557,2004,244046,1.4,1,0,328,26158
2558,2011,204855,1.1,2,1,157,17239
2559,2000,104194,4.0,3,0,419,78721
2560,2022,211811,5.3,2,1,167,79550
2561,2004,228126,3.9,0,1,449,51026
2562,2007,192114,2.1,0,0,442,17237
2563,2012,193429,1.5,0,0,168,55946
2564,2007,149741,4.5,0,0,287,33660
2565,2022,123272,4.6,1,0,403,7183
2566,2010,77902,1.9,1,0,303,27222
2567,2000,132247,1.1,2,0,464,9856
2568,2012,159982,3.0,1,0,494,48261
2569,2018,66959,3.9,1,1,94,87248
2570,2002,106623,4.5,1,1,175,15009
2571,2016,141438,5.0,0,1,184,65916
2572,2004,58415,4.1,2,1,362,11407
2573,2019,134716,1.6,3,0,113,41710
2574,2020,131209,4.4,3,0,307,66812
2575,2007,19907,5.9,3,1,55,42947
2576,2013,245982,5.5,0,0,413,39783
2577,2003,105825,5.4,1,1,366,30355
2578,2010,42780,2.5,1,0,467,49491
2579,2019,198951,4.8,3,1,66,46658
2580,2014,226231,5.3,3,1,331,63313
2581,2018,45085,4.4,2,1,381,69417
2582,2006,206571,2.3,0,0,453,16640
2583,2018,30426,5.8,1,1,90,16677
2584,2018,189269,3.3,3,1,491,53606
2585,2010,17485,1.6,3,1,415,62509
2586,2004,59527,1.5,2,0,404,36896
2587,2004,205672,4.2,1,1,404,54852
2588,2021,134604,3.2,1,0,359,69728
2589,2007,239632,1.5,2,0,462,27867
2590,2009,101005,4.7,2,1,353,62552
2591,2005,222511,5.0,1,0,400,68539
2592,2014,209820,4.6,2,0,281,8269
2593,2015,68528,2.0,3,0,139,84395
2594,2016,245551,4.4,1,0,199,57328
2595,2007,130631,1.1,0,1,121,63259
2596,2007,37799,2.5,1,0,409,19297
2597,2008,187411,3.0,2,1,438,20719
2598,2001,157159,5.2,0,0,357,94009
2599,2014,148518,3.0,3,0,306,17811
2600,2017,191532,1.1,3,1,94,67941
2601,2002,104817,2.8,3,0,423,33885
2602,2016,68260,3.5,2,0,89,39263
2603,2003,155949,5.7,1,1,241,71626
2604,2003,165795,5.7,2,0,60,62512
2605,2013,22943,1.9,1,1,431,99220
2606,2008,151378,1.9,2,1,485,63084
2607,2008,177856,1.8,3,0,401,66397
2608,2022,131401,4.9,2,1,184,29737
2609,2017,161527,1.0,1,0,228,85486
2610,2009,231099,1.6,3,0,270,46567
2611,2020,212520,3.7,3,1,271,54879
2612,2003,171046,2.2,0,0,454,49744
2613,2011,37371,1.5,1,1,88,93983
2614,2007,108746,2.8,0,0,93,49745
2615,2001,111248,2.4,0,1,362,50858
2616,2021,145008,3.6,0,1,346,34743
2617,2012,174238,5.9,3,1,344,36274
2618,2020,35727,1.6,0,1,197,79819
2619,2015,124000,2.9,1,1,71,60529
2620,2001,73969,5.7,1,1,206,96134
2621,2010,169440,5.4,0,0,351,47694
2622,2009,78531,3.0,0,0,52,8766
2623,2014,49097,4.5,0,0,250,86105
2624,2016,176056,1.4,0,0,438,21537
2625,2007,60859,4.6,0,1,361,58429
2626,2017,185363,5.9,0,1,372,55359
2627,2022,206300,3.7,2,1,394,7615
2628,2008,233171,3.5,3,1,465,75855
2629,2007,163222,1.9,3,0,146,94133
2630,2013,163133,4.2,3,1,158,40657
2631,2017,170250,4.0,0,1,277,13900
2632,2021,241944,4.3,2,1,291,20855
2633,2019,66790,1.1,3,0,346,17810
2634,2019,75696,3.7,1,0,78,43770
2635,2020,25648,4.0,3,0,408,45933
2636,2011,71779,2.0,3,0,416,57309
2637,2018,116371,2.0,3,1,158,98329
2638,2013,46672,2.4,3,0,499,17241
2639,2016,79109,4.6,1,0,60,67110
2640,2020,201593,4.0,0,1,492,29531
2641,2002,44593,5.2,1,0,144,64709
2642,2022,154858,2.5,1,0,181,32158
2643,2006,235108,5.6,0,1,142,8645
2644,2016,19815,4.7,1,0,103,39889
2645,2011,163038,3.0,1,0,291,40709
2646,2008,154866,1.5,3,0,426,25264
2647,2014,172495,2.3,3,0,244,81039
2648,2017,240552,5.8,0,1,307,97976
2649,2020,31302,2.6,3,1,405,54336
2650,2012,202136,2.6,0,0,383,91708
2651,2020,227872,1.9,0,1,353,24389
2652,2007,95140,5.0,2,1,117,71265
2653,2013,168907,2.4,0,0,349,92145
2654,2007,83356,2.7,1,0,239,17267
2655,2013,59282,3.1,0,1,177,71102
2656,2006,138451,3.2,2,1,399,68624
2657,2022,131347,3.1,1,0,388,6311
2658,2011,193786,3.5,2,1,68,25822
2659,2010,208107,5.1,3,1,221,82151
2660,2021,33814,5.1,1,0,464,12736
2661,2021,165161,5.0,0,0,111,82828
2662,2010,214234,1.5,2,0,448,19198
2663,2021,196903,5.0,0,0,462,71159
2664,2012,173818,1.6,3,1,116,45384
2665,2017,91673,1.6,1,0,260,79225
