Causas (lista reducida);Sexo;Mes de fallecimiento;Total
081 XV.Embarazo, parto y puerperio;Hombres;Abril;0
081 XV.Embarazo, parto y puerperio;Hombres;Mayo;0
081 XV.Embarazo, parto y puerperio;Hombres;Junio;0
081 XV.Embarazo, parto y puerperio;Mujeres;Todos los meses;8
081 XV.Embarazo, parto y puerperio;Mujeres;Enero;0
081 XV.Embarazo, parto y puerperio;Mujeres;Febrero;1
081 XV.Embarazo, parto y puerperio;Mujeres;Marzo;2
081 XV.Embarazo, parto y puerperio;Mujeres;Abril;1
081 XV.Embarazo, parto y puerperio;Mujeres;Mayo;3
081 XV.Embarazo, parto y puerperio;Mujeres;Junio;1
082 XVI.Afecciones originadas en el periodo perinatal;Ambos sexos;Todos los meses;284
082 XVI.Afecciones originadas en el periodo perinatal;Ambos sexos;Enero;54
082 XVI.Afecciones originadas en el periodo perinatal;Ambos sexos;Febrero;52
082 XVI.Afecciones originadas en el periodo perinatal;Ambos sexos;Marzo;48
082 XVI.Afecciones originadas en el periodo perinatal;Ambos sexos;Abril;39
082 XVI.Afecciones originadas en el periodo perinatal;Ambos sexos;Mayo;42
082 XVI.Afecciones originadas en el periodo perinatal;Ambos sexos;Junio;49
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;Todos los meses;159
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;Enero;29
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;Febrero;29
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;Marzo;29
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;Abril;23
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;Mayo;25
082 XVI.Afecciones originadas en el periodo perinatal;Hombres;Junio;24
082 XVI.Afecciones originadas en el periodo perinatal;Mujeres;Todos los meses;125
082 XVI.Afecciones originadas en el periodo perinatal;Mujeres;Enero;25
082 XVI.Afecciones originadas en el periodo perinatal;Mujeres;Febrero;23
082 XVI.Afecciones originadas en el periodo perinatal;Mujeres;Marzo;19
082 XVI.Afecciones originadas en el periodo perinatal;Mujeres;Abril;16
082 XVI.Afecciones originadas en el periodo perinatal;Mujeres;Mayo;17
082 XVI.Afecciones originadas en el periodo perinatal;Mujeres;Junio;25
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Todos los meses;480
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Enero;107
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Febrero;82
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Marzo;68
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Abril;76
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Mayo;83
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Junio;64
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Todos los meses;256
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Enero;60
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Febrero;44
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Marzo;37
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Abril;40
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Mayo;42
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Junio;33
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Todos los meses;224
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Enero;47
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Febrero;38
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Marzo;31
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Abril;36
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Mayo;41
083-085 XVII.Malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Junio;31
083 Malformaciones congénitas del sistema nervioso;Ambos sexos;Todos los meses;45
083 Malformaciones congénitas del sistema nervioso;Ambos sexos;Enero;9
083 Malformaciones congénitas del sistema nervioso;Ambos sexos;Febrero;11
083 Malformaciones congénitas del sistema nervioso;Ambos sexos;Marzo;5
083 Malformaciones congénitas del sistema nervioso;Ambos sexos;Abril;7
083 Malformaciones congénitas del sistema nervioso;Ambos sexos;Mayo;9
083 Malformaciones congénitas del sistema nervioso;Ambos sexos;Junio;4
083 Malformaciones congénitas del sistema nervioso;Hombres;Todos los meses;20
083 Malformaciones congénitas del sistema nervioso;Hombres;Enero;5
083 Malformaciones congénitas del sistema nervioso;Hombres;Febrero;5
083 Malformaciones congénitas del sistema nervioso;Hombres;Marzo;2
083 Malformaciones congénitas del sistema nervioso;Hombres;Abril;2
083 Malformaciones congénitas del sistema nervioso;Hombres;Mayo;4
083 Malformaciones congénitas del sistema nervioso;Hombres;Junio;2
083 Malformaciones congénitas del sistema nervioso;Mujeres;Todos los meses;25
083 Malformaciones congénitas del sistema nervioso;Mujeres;Enero;4
083 Malformaciones congénitas del sistema nervioso;Mujeres;Febrero;6
083 Malformaciones congénitas del sistema nervioso;Mujeres;Marzo;3
083 Malformaciones congénitas del sistema nervioso;Mujeres;Abril;5
083 Malformaciones congénitas del sistema nervioso;Mujeres;Mayo;5
083 Malformaciones congénitas del sistema nervioso;Mujeres;Junio;2
084 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Todos los meses;146
084 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Enero;31
084 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Febrero;25
084 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Marzo;22
084 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Abril;20
084 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Mayo;30
084 Malformaciones congénitas del sistema circulatorio;Ambos sexos;Junio;18
084 Malformaciones congénitas del sistema circulatorio;Hombres;Todos los meses;76
084 Malformaciones congénitas del sistema circulatorio;Hombres;Enero;19
084 Malformaciones congénitas del sistema circulatorio;Hombres;Febrero;11
084 Malformaciones congénitas del sistema circulatorio;Hombres;Marzo;13
084 Malformaciones congénitas del sistema circulatorio;Hombres;Abril;9
084 Malformaciones congénitas del sistema circulatorio;Hombres;Mayo;17
084 Malformaciones congénitas del sistema circulatorio;Hombres;Junio;7
084 Malformaciones congénitas del sistema circulatorio;Mujeres;Todos los meses;70
084 Malformaciones congénitas del sistema circulatorio;Mujeres;Enero;12
084 Malformaciones congénitas del sistema circulatorio;Mujeres;Febrero;14
084 Malformaciones congénitas del sistema circulatorio;Mujeres;Marzo;9
084 Malformaciones congénitas del sistema circulatorio;Mujeres;Abril;11
084 Malformaciones congénitas del sistema circulatorio;Mujeres;Mayo;13
084 Malformaciones congénitas del sistema circulatorio;Mujeres;Junio;11
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Todos los meses;289
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Enero;67
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Febrero;46
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Marzo;41
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Abril;49
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Mayo;44
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Ambos sexos;Junio;42
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Todos los meses;160
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Enero;36
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Febrero;28
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Marzo;22
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Abril;29
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Mayo;21
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Hombres;Junio;24
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Todos los meses;129
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Enero;31
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Febrero;18
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Marzo;19
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Abril;20
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Mayo;23
085 Otras malformaciones congénitas, deformidades y anomalías cromosómicas;Mujeres;Junio;18
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;Todos los meses;4.948
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;Enero;1.039
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;Febrero;682
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;Marzo;786
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;Abril;682
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;Mayo;735
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;Junio;1.024
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;Todos los meses;2.126
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;Enero;440
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;Febrero;283
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;Marzo;335
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;Abril;291
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;Mayo;322
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;Junio;455
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;Todos los meses;2.822
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;Enero;599
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;Febrero;399
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;Marzo;451
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;Abril;391
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;Mayo;413
086-089 XVIII.Síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;Junio;569
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;Todos los meses;2.014
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;Enero;333
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;Febrero;236
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;Marzo;288
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;Abril;232
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;Mayo;306
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Ambos sexos;Junio;619
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;Todos los meses;942
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;Enero;151
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;Febrero;125
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;Marzo;141
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;Abril;104
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;Mayo;137
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Hombres;Junio;284
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;Todos los meses;1.072
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;Enero;182
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;Febrero;111
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;Marzo;147
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;Abril;128
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;Mayo;169
086 Paro cardíaco, muerte sin asistencia y otra causa desconocida de mortalidad;Mujeres;Junio;335
087 Senilidad;Ambos sexos;Todos los meses;1.091
087 Senilidad;Ambos sexos;Enero;260
087 Senilidad;Ambos sexos;Febrero;174
087 Senilidad;Ambos sexos;Marzo;184
087 Senilidad;Ambos sexos;Abril;162
087 Senilidad;Ambos sexos;Mayo;149
087 Senilidad;Ambos sexos;Junio;162
087 Senilidad;Hombres;Todos los meses;326
087 Senilidad;Hombres;Enero;81
087 Senilidad;Hombres;Febrero;42
087 Senilidad;Hombres;Marzo;54
087 Senilidad;Hombres;Abril;50
087 Senilidad;Hombres;Mayo;52
087 Senilidad;Hombres;Junio;47
087 Senilidad;Mujeres;Todos los meses;765
087 Senilidad;Mujeres;Enero;179
087 Senilidad;Mujeres;Febrero;132
087 Senilidad;Mujeres;Marzo;130
087 Senilidad;Mujeres;Abril;112
087 Senilidad;Mujeres;Mayo;97
087 Senilidad;Mujeres;Junio;115
088 Muerte súbita infantil;Ambos sexos;Todos los meses;24
088 Muerte súbita infantil;Ambos sexos;Enero;8
088 Muerte súbita infantil;Ambos sexos;Febrero;4
088 Muerte súbita infantil;Ambos sexos;Marzo;5
088 Muerte súbita infantil;Ambos sexos;Abril;3
088 Muerte súbita infantil;Ambos sexos;Mayo;2
088 Muerte súbita infantil;Ambos sexos;Junio;2
088 Muerte súbita infantil;Hombres;Todos los meses;17
088 Muerte súbita infantil;Hombres;Enero;5
088 Muerte súbita infantil;Hombres;Febrero;2
088 Muerte súbita infantil;Hombres;Marzo;4
088 Muerte súbita infantil;Hombres;Abril;3
088 Muerte súbita infantil;Hombres;Mayo;1
088 Muerte súbita infantil;Hombres;Junio;2
088 Muerte súbita infantil;Mujeres;Todos los meses;7
088 Muerte súbita infantil;Mujeres;Enero;3
088 Muerte súbita infantil;Mujeres;Febrero;2
088 Muerte súbita infantil;Mujeres;Marzo;1
088 Muerte súbita infantil;Mujeres;Abril;0
088 Muerte súbita infantil;Mujeres;Mayo;1
088 Muerte súbita infantil;Mujeres;Junio;0
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;Todos los meses;1.819
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;Enero;438
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;Febrero;268
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;Marzo;309
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;Abril;285
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;Mayo;278
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Ambos sexos;Junio;241
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;Todos los meses;841
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;Enero;203
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;Febrero;114
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;Marzo;136
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;Abril;134
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;Mayo;132
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Hombres;Junio;122
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;Todos los meses;978
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;Enero;235
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;Febrero;154
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;Marzo;173
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;Abril;151
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;Mayo;146
089 Resto de síntomas, signos y hallazgos anormales clínicos y de laboratorio, no clasificados en otra parte;Mujeres;Junio;119
090-102 XX.Causas externas de mortalidad;Ambos sexos;Todos los meses;8.624
090-102 XX.Causas externas de mortalidad;Ambos sexos;Enero;1.583
090-102 XX.Causas externas de mortalidad;Ambos sexos;Febrero;1.365
090-102 XX.Causas externas de mortalidad;Ambos sexos;Marzo;1.464
090-102 XX.Causas externas de mortalidad;Ambos sexos;Abril;1.380
090-102 XX.Causas externas de mortalidad;Ambos sexos;Mayo;1.460
090-102 XX.Causas externas de mortalidad;Ambos sexos;Junio;1.372
090-102 XX.Causas externas de mortalidad;Hombres;Todos los meses;5.351
090-102 XX.Causas externas de mortalidad;Hombres;Enero;971
090-102 XX.Causas externas de mortalidad;Hombres;Febrero;833
090-102 XX.Causas externas de mortalidad;Hombres;Marzo;908
090-102 XX.Causas externas de mortalidad;Hombres;Abril;877
090-102 XX.Causas externas de mortalidad;Hombres;Mayo;917
090-102 XX.Causas externas de mortalidad;Hombres;Junio;845
090-102 XX.Causas externas de mortalidad;Mujeres;Todos los meses;3.273
090-102 XX.Causas externas de mortalidad;Mujeres;Enero;612
090-102 XX.Causas externas de mortalidad;Mujeres;Febrero;532
090-102 XX.Causas externas de mortalidad;Mujeres;Marzo;556
090-102 XX.Causas externas de mortalidad;Mujeres;Abril;503
090-102 XX.Causas externas de mortalidad;Mujeres;Mayo;543
090-102 XX.Causas externas de mortalidad;Mujeres;Junio;527
090 Accidentes de tráfico;Ambos sexos;Todos los meses;812
090 Accidentes de tráfico;Ambos sexos;Enero;148
090 Accidentes de tráfico;Ambos sexos;Febrero;116
090 Accidentes de tráfico;Ambos sexos;Marzo;132
090 Accidentes de tráfico;Ambos sexos;Abril;126
090 Accidentes de tráfico;Ambos sexos;Mayo;150
090 Accidentes de tráfico;Ambos sexos;Junio;140
090 Accidentes de tráfico;Hombres;Todos los meses;651
090 Accidentes de tráfico;Hombres;Enero;132
090 Accidentes de tráfico;Hombres;Febrero;92
090 Accidentes de tráfico;Hombres;Marzo;109
090 Accidentes de tráfico;Hombres;Abril;104
090 Accidentes de tráfico;Hombres;Mayo;112
090 Accidentes de tráfico;Hombres;Junio;102
090 Accidentes de tráfico;Mujeres;Todos los meses;161
090 Accidentes de tráfico;Mujeres;Enero;16
090 Accidentes de tráfico;Mujeres;Febrero;24
090 Accidentes de tráfico;Mujeres;Marzo;23
090 Accidentes de tráfico;Mujeres;Abril;22
090 Accidentes de tráfico;Mujeres;Mayo;38
090 Accidentes de tráfico;Mujeres;Junio;38
091 Otros accidentes de transporte;Ambos sexos;Todos los meses;110
091 Otros accidentes de transporte;Ambos sexos;Enero;17
091 Otros accidentes de transporte;Ambos sexos;Febrero;19
091 Otros accidentes de transporte;Ambos sexos;Marzo;18
091 Otros accidentes de transporte;Ambos sexos;Abril;20
091 Otros accidentes de transporte;Ambos sexos;Mayo;15
091 Otros accidentes de transporte;Ambos sexos;Junio;21
091 Otros accidentes de transporte;Hombres;Todos los meses;93
091 Otros accidentes de transporte;Hombres;Enero;15
091 Otros accidentes de transporte;Hombres;Febrero;16
091 Otros accidentes de transporte;Hombres;Marzo;15
091 Otros accidentes de transporte;Hombres;Abril;16
091 Otros accidentes de transporte;Hombres;Mayo;12
091 Otros accidentes de transporte;Hombres;Junio;19
091 Otros accidentes de transporte;Mujeres;Todos los meses;17
091 Otros accidentes de transporte;Mujeres;Enero;2
091 Otros accidentes de transporte;Mujeres;Febrero;3
091 Otros accidentes de transporte;Mujeres;Marzo;3
091 Otros accidentes de transporte;Mujeres;Abril;4
091 Otros accidentes de transporte;Mujeres;Mayo;3
091 Otros accidentes de transporte;Mujeres;Junio;2
092 Caídas accidentales;Ambos sexos;Todos los meses;2.067
092 Caídas accidentales;Ambos sexos;Enero;426
092 Caídas accidentales;Ambos sexos;Febrero;346
092 Caídas accidentales;Ambos sexos;Marzo;334
092 Caídas accidentales;Ambos sexos;Abril;320
092 Caídas accidentales;Ambos sexos;Mayo;321
092 Caídas accidentales;Ambos sexos;Junio;320
092 Caídas accidentales;Hombres;Todos los meses;1.087
092 Caídas accidentales;Hombres;Enero;220
092 Caídas accidentales;Hombres;Febrero;186
092 Caídas accidentales;Hombres;Marzo;186
092 Caídas accidentales;Hombres;Abril;161
092 Caídas accidentales;Hombres;Mayo;171
092 Caídas accidentales;Hombres;Junio;163
092 Caídas accidentales;Mujeres;Todos los meses;980
092 Caídas accidentales;Mujeres;Enero;206
092 Caídas accidentales;Mujeres;Febrero;160
092 Caídas accidentales;Mujeres;Marzo;148
092 Caídas accidentales;Mujeres;Abril;159
092 Caídas accidentales;Mujeres;Mayo;150
092 Caídas accidentales;Mujeres;Junio;157
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;Todos los meses;1.738
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;Enero;310
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;Febrero;257
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;Marzo;311
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;Abril;296
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;Mayo;298
093 Ahogamiento, sumersión y sofocación accidentales;Ambos sexos;Junio;266
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Todos los meses;868
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Enero;150
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Febrero;120
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Marzo;146
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Abril;169
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Mayo;153
093 Ahogamiento, sumersión y sofocación accidentales;Hombres;Junio;130
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Todos los meses;870
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Enero;160
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Febrero;137
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Marzo;165
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Abril;127
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Mayo;145
093 Ahogamiento, sumersión y sofocación accidentales;Mujeres;Junio;136
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Todos los meses;121
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Enero;21
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Febrero;33
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Marzo;25
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Abril;17
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Mayo;17
094 Accidentes por fuego, humo y sustancias calientes;Ambos sexos;Junio;8
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Todos los meses;71
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Enero;12
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Febrero;16
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Marzo;14
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Abril;13
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Mayo;11
094 Accidentes por fuego, humo y sustancias calientes;Hombres;Junio;5
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Todos los meses;50
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Enero;9
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Febrero;17
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Marzo;11
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Abril;4
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Mayo;6
094 Accidentes por fuego, humo y sustancias calientes;Mujeres;Junio;3
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Todos los meses;352
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Enero;72
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Febrero;52
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Marzo;63
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Abril;48
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Mayo;62
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Ambos sexos;Junio;55
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Todos los meses;246
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Enero;53
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Febrero;39
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Marzo;46
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Abril;30
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Mayo;44
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Hombres;Junio;34
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Todos los meses;106
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Enero;19
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Febrero;13
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Marzo;17
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Abril;18
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Mayo;18
095 Envenenamiento accidental por psicofármacos y drogas de abuso;Mujeres;Junio;21
096 Otros envenenamientos accidentales;Ambos sexos;Todos los meses;106
096 Otros envenenamientos accidentales;Ambos sexos;Enero;24
096 Otros envenenamientos accidentales;Ambos sexos;Febrero;20
096 Otros envenenamientos accidentales;Ambos sexos;Marzo;31
096 Otros envenenamientos accidentales;Ambos sexos;Abril;15
