edad,genero,horas_estudio,asistencia,nivel_socioeconomico,acceso_internet,actividades_extracurriculares,estado_emocional,nota_promedio_anterior,apoyo_familiar,rendimiento_academico
16,1,1.3,57,1,1,0,3,99.0,1,Bajo
15,1,0.2,95,1,0,1,1,55.7,3,Bajo
19,0,5.6,99,3,0,0,1,53.6,3,Bajo
21,1,1.5,75,2,1,1,1,79.2,1,Bajo
22,0,6.1,89,1,0,1,1,81.1,3,Alto
24,1,6.4,95,3,0,0,1,76.2,1,Medio
15,0,1.9,97,3,1,1,3,67.7,3,Bajo
21,1,0.7,80,3,1,0,1,96.2,2,Bajo
19,1,4.0,68,1,1,0,1,67.2,3,Medio
24,1,7.1,56,1,1,1,1,65.5,1,Bajo
15,1,6.8,98,3,1,1,2,97.3,1,Medio
17,1,0.9,54,2,1,0,3,94.2,2,Bajo
21,0,7.7,62,1,1,1,3,73.8,1,Medio
24,1,2.1,67,1,0,1,3,63.0,2,Bajo
15,1,2.8,67,2,0,1,2,56.5,1,Bajo
21,0,1.2,99,1,1,1,1,90.0,2,Bajo
19,1,3.0,69,2,1,1,1,86.3,3,Medio
15,1,5.1,98,2,1,0,3,55.3,1,Bajo
15,1,4.0,72,1,1,1,1,87.0,1,Medio
15,1,6.6,85,3,0,1,1,94.9,1,Medio
23,1,5.1,98,1,0,0,2,52.8,3,Bajo
17,0,2.1,89,3,1,1,3,70.5,1,Medio
19,1,4.5,82,1,1,1,3,70.4,2,Medio
24,0,0.5,56,3,1,1,1,90.5,1,Bajo
23,1,4.6,89,2,0,1,1,55.9,1,Bajo
20,1,3.1,54,3,1,0,1,57.6,2,Bajo
23,0,0.8,81,3,1,0,3,69.2,2,Bajo
22,1,2.5,58,1,0,0,2,92.6,1,Bajo
22,1,7.2,79,2,1,0,1,99.3,3,Medio
15,0,4.7,81,3,1,1,1,77.3,2,Medio
23,1,7.2,88,3,0,1,1,57.9,2,Bajo
20,1,3.3,53,1,0,0,3,95.1,2,Bajo
23,0,7.8,74,2,0,0,2,58.1,1,Bajo
17,0,2.9,71,3,0,0,1,68.4,1,Medio
17,1,6.1,57,1,0,1,1,87.0,2,Bajo
20,1,2.4,51,2,1,1,1,53.0,2,Bajo
23,1,0.8,86,3,1,0,3,74.2,2,Bajo
21,0,6.7,84,3,0,0,2,70.4,1,Medio
17,0,6.1,86,3,0,0,1,97.3,3,Alto
17,1,6.6,71,3,0,1,1,77.3,3,Medio
16,1,2.4,50,3,0,1,3,94.4,1,Bajo
23,1,5.6,88,2,0,0,1,54.4,2,Bajo
17,0,1.8,91,3,1,1,3,77.9,2,Bajo
19,0,0.1,97,3,1,1,2,84.6,1,Bajo
23,0,6.9,82,3,0,0,3,57.6,3,Bajo
22,1,4.2,98,3,0,0,2,92.4,1,Medio
16,1,7.9,53,1,0,0,1,94.0,2,Bajo
17,1,3.1,97,2,1,1,2,83.9,3,Medio
16,0,7.7,58,2,1,0,1,76.0,3,Bajo
22,1,4.9,57,2,1,0,3,84.7,1,Bajo
20,0,4.1,71,3,1,1,2,64.3,1,Bajo
20,1,2.4,98,2,1,1,1,55.5,2,Bajo
23,0,6.6,91,3,1,0,3,77.6,2,Medio
22,1,6.6,98,3,1,1,3,74.1,2,Medio
18,1,3.3,70,1,1,1,1,71.3,2,Medio
18,0,5.8,97,3,1,1,3,59.5,2,Bajo
23,1,3.6,90,2,0,1,1,59.5,2,Bajo
15,0,5.9,77,3,1,0,3,99.3,1,Medio
16,1,8.0,86,2,1,1,3,96.4,2,Alto
16,1,2.1,51,3,0,1,2,62.7,3,Bajo
20,1,5.1,95,1,0,1,3,53.0,1,Bajo
18,0,3.0,66,3,0,1,2,66.2,3,Medio
24,1,4.4,80,2,1,1,1,92.3,2,Medio
17,0,7.0,94,1,1,1,1,61.2,1,Bajo
17,1,2.8,62,3,1,1,1,99.2,2,Medio
17,1,0.6,94,1,1,0,1,60.2,2,Bajo
20,0,6.4,67,3,0,1,3,77.9,3,Medio
22,1,4.4,73,1,0,1,1,99.6,2,Medio
21,1,3.6,80,3,0,0,3,56.5,1,Bajo
18,0,1.5,82,2,1,1,3,59.9,1,Bajo
18,0,0.7,80,3,1,1,1,79.5,1,Bajo
24,1,2.2,76,2,1,1,1,89.5,1,Medio
16,0,5.8,85,3,0,0,1,85.1,3,Alto
15,0,3.3,70,3,0,1,3,79.5,2,Medio
23,1,4.6,54,2,1,0,3,71.5,3,Bajo
16,0,0.7,60,2,0,0,1,89.3,1,Bajo
22,0,1.0,83,2,1,1,2,57.0,3,Bajo
23,1,0.1,83,2,0,0,2,62.3,2,Bajo
18,0,5.4,97,3,0,1,1,89.5,3,Alto
22,0,2.1,52,3,1,0,1,64.1,1,Bajo
23,1,7.7,55,3,1,1,3,56.9,2,Bajo
24,1,2.5,69,2,0,0,2,92.1,3,Medio
24,0,2.9,53,3,1,1,3,88.4,3,Bajo
19,1,3.8,86,3,0,0,1,81.9,1,Medio
21,0,2.6,88,1,0,0,3,82.8,2,Medio
24,0,6.5,56,1,1,1,1,83.2,1,Bajo
18,0,7.0,66,2,1,0,1,86.5,2,Medio
15,0,0.1,87,2,0,0,1,65.8,2,Bajo
17,1,5.2,85,1,1,1,1,93.3,3,Alto
19,1,5.5,83,3,0,0,3,63.0,1,Bajo
17,0,7.7,55,3,1,0,3,70.7,2,Bajo
21,1,3.0,88,2,0,0,3,75.5,1,Medio
23,0,1.6,51,3,1,0,3,90.3,3,Bajo
20,0,4.2,67,3,1,0,2,71.7,2,Medio
24,1,3.6,91,1,1,0,2,75.4,3,Medio
15,1,6.3,76,1,1,1,3,92.6,2,Medio
21,0,7.2,88,2,0,0,3,100.0,3,Alto
17,1,0.7,90,2,1,0,1,89.7,2,Bajo
19,0,6.8,68,1,1,1,2,65.1,3,Medio
24,1,7.3,81,3,1,0,2,55.5,1,Bajo
18,1,7.4,73,1,1,1,3,84.7,1,Medio
24,0,6.1,83,1,1,0,3,84.3,1,Medio
19,1,5.9,74,2,1,0,3,74.4,1,Medio
19,1,0.1,73,3,1,1,1,86.2,2,Bajo
20,0,7.4,74,2,0,0,1,53.2,1,Bajo
24,0,2.8,61,2,0,0,2,99.7,1,Medio
24,0,0.3,79,1,0,0,2,74.2,1,Bajo
20,0,3.3,55,1,1,1,1,78.4,3,Bajo
22,0,5.9,79,2,1,0,1,76.6,1,Medio
22,0,3.5,82,1,0,0,3,77.2,3,Medio
23,1,6.1,64,1,0,1,1,89.1,2,Medio
22,0,4.1,78,3,0,1,1,53.6,3,Bajo
16,0,2.4,63,3,0,0,3,96.0,1,Medio
24,0,1.6,74,2,1,1,1,67.2,2,Bajo
15,1,3.4,94,3,1,1,3,81.3,2,Medio
24,0,0.3,54,2,1,0,1,52.9,2,Bajo
16,0,3.4,51,3,0,0,3,74.4,3,Bajo
16,1,0.5,96,1,0,0,2,90.7,2,Bajo
17,1,7.0,65,1,0,1,3,65.7,1,Medio
24,0,4.6,88,2,1,0,3,68.0,2,Medio
21,1,5.2,87,3,1,1,3,82.2,2,Alto
16,1,2.3,66,1,0,0,3,53.5,1,Bajo
15,0,1.8,80,2,1,1,2,69.2,2,Bajo
20,0,5.7,50,3,1,1,1,89.1,2,Bajo
23,0,5.4,55,1,0,0,1,83.5,1,Bajo
17,1,1.0,80,3,1,0,3,77.3,1,Bajo
20,0,1.9,55,2,1,1,3,79.3,3,Bajo
17,1,7.6,85,2,0,1,1,62.7,3,Bajo
15,0,2.4,57,2,0,1,2,97.4,1,Bajo
19,1,0.2,78,1,1,0,3,99.8,3,Bajo
24,0,0.5,58,2,0,1,3,58.2,1,Bajo
18,1,6.2,71,3,1,1,2,53.8,3,Bajo
21,0,6.1,59,1,0,1,3,58.7,3,Bajo
20,0,3.1,73,2,1,0,2,65.8,3,Medio
24,0,1.2,89,2,1,1,2,85.6,2,Bajo
21,1,4.0,51,1,1,0,1,76.8,2,Bajo
19,1,2.7,69,2,0,1,2,52.8,2,Bajo
18,0,3.0,66,3,0,1,2,75.1,1,Medio
21,1,2.1,82,1,0,0,2,79.8,3,Medio
21,0,0.5,63,3,1,0,3,56.7,1,Bajo
20,1,6.3,81,3,0,1,1,54.3,1,Bajo
22,0,4.9,86,2,0,1,3,71.0,3,Medio
18,1,6.7,73,1,1,1,3,88.8,3,Medio
24,1,4.0,90,2,1,1,1,58.3,3,Bajo
19,1,7.9,69,3,1,0,1,56.4,3,Bajo
18,1,7.7,98,2,0,0,2,92.0,1,Medio
15,1,2.2,55,2,1,0,1,62.8,2,Bajo
22,0,3.1,82,3,1,1,3,56.0,2,Bajo
15,1,6.0,99,2,0,0,2,95.3,1,Medio
19,1,6.2,77,3,0,1,2,69.2,2,Medio
20,1,7.3,60,1,1,0,1,70.9,2,Bajo
20,1,5.2,85,3,1,0,3,98.4,3,Alto
19,0,3.8,69,1,0,0,2,85.3,3,Medio
17,1,3.0,55,3,0,1,1,95.6,2,Bajo
19,1,3.4,57,3,1,0,2,65.2,3,Bajo
22,0,6.8,68,2,1,0,1,80.3,2,Medio
16,0,7.8,64,1,1,0,3,73.3,1,Medio
20,1,0.4,71,3,0,1,1,100.0,2,Bajo
23,0,4.6,51,2,1,0,1,74.3,3,Bajo
22,1,4.2,77,2,0,0,3,84.4,3,Medio
22,1,3.0,85,1,0,0,3,60.1,3,Bajo
22,0,6.8,85,2,0,1,1,57.0,1,Bajo
21,1,4.6,93,2,1,1,1,54.9,1,Bajo
22,0,2.5,67,3,1,1,3,78.6,2,Medio
20,0,3.6,61,1,0,1,2,93.7,3,Medio
16,1,2.9,68,1,0,0,2,93.7,1,Medio
16,1,3.4,75,1,0,1,1,53.5,3,Bajo
22,0,0.6,74,1,0,0,3,89.7,2,Bajo
15,1,0.9,77,2,1,0,2,94.0,1,Bajo
20,0,5.0,64,1,0,1,3,90.4,3,Medio
20,0,5.5,59,2,1,0,2,51.2,2,Bajo
18,0,5.1,88,2,1,1,1,85.3,3,Alto
24,0,6.1,83,2,0,0,2,68.6,2,Medio
17,1,7.5,62,2,0,0,3,86.4,2,Medio
17,1,6.9,65,1,0,0,2,72.9,3,Medio
15,1,3.3,89,2,0,1,3,83.5,2,Medio
17,1,1.7,80,3,0,1,1,63.7,2,Bajo
18,1,2.5,50,3,0,1,1,57.3,2,Bajo
19,1,4.7,98,3,1,1,1,96.1,1,Medio
17,0,6.8,96,3,1,0,3,85.9,2,Alto
20,1,5.6,72,2,0,1,3,97.2,1,Medio
19,0,4.3,63,3,1,1,2,90.4,2,Medio
17,0,4.8,88,3,1,0,3,61.5,2,Bajo
20,0,4.2,79,2,0,1,2,85.0,2,Medio
20,1,7.8,91,1,0,1,2,78.0,3,Medio
22,0,6.5,69,1,0,1,2,63.8,3,Bajo
16,1,6.3,74,1,0,0,1,93.3,3,Medio
15,0,4.1,60,1,0,0,1,89.0,1,Bajo
18,1,2.7,75,2,0,1,2,56.4,2,Bajo
21,1,0.2,70,2,1,1,3,78.5,3,Bajo
24,1,0.3,54,1,1,1,3,88.4,2,Bajo
17,1,0.2,56,3,0,1,3,58.1,2,Bajo
17,1,7.8,61,2,0,0,2,99.6,2,Medio
19,0,0.9,51,3,0,1,2,80.2,2,Bajo
19,1,1.1,88,3,0,1,2,93.1,1,Bajo
24,1,3.9,70,3,0,0,3,77.3,3,Medio
17,0,3.9,81,1,0,1,1,65.4,1,Medio
23,1,7.4,54,1,1,0,3,91.8,2,Bajo
18,1,0.6,76,1,0,1,2,72.4,3,Bajo
17,1,7.7,80,3,0,1,1,79.1,3,Medio
16,1,1.7,61,3,1,0,3,78.8,3,Bajo
24,1,7.8,85,2,0,1,3,52.9,2,Bajo
23,0,4.3,70,2,1,1,3,67.0,1,Medio
18,1,5.2,68,1,1,1,2,66.7,3,Medio
17,0,2.5,52,2,0,1,2,52.2,2,Bajo
21,1,4.9,66,3,0,0,2,55.2,2,Bajo
22,0,5.7,79,3,1,1,1,78.6,2,Medio
16,0,0.1,85,3,0,0,3,66.1,2,Bajo
21,0,0.3,58,1,0,0,3,75.1,2,Bajo
19,1,7.9,83,2,0,1,3,74.2,3,Medio
19,1,3.7,78,3,0,1,2,82.7,1,Medio
17,0,7.5,59,1,0,0,3,92.5,3,Bajo
19,1,5.8,58,1,0,0,1,61.3,1,Bajo
16,1,3.0,89,2,1,1,1,68.1,1,Medio
18,0,1.2,99,3,0,1,1,77.9,3,Bajo
20,1,7.8,60,1,1,1,3,87.1,1,Bajo
15,0,4.7,68,1,1,1,1,69.2,2,Medio
24,1,1.5,71,3,0,1,3,63.3,1,Bajo
18,0,5.5,99,1,0,1,1,83.8,2,Alto
20,1,0.7,98,1,1,0,3,83.2,3,Bajo
23,1,6.9,71,2,0,1,1,87.8,1,Medio
16,0,0.7,98,2,1,1,1,74.9,3,Bajo
21,0,1.9,96,2,1,1,1,53.8,3,Bajo
20,1,0.7,65,2,0,1,3,79.4,3,Bajo
16,0,0.8,66,2,0,0,1,65.7,2,Bajo
22,0,4.2,89,3,0,1,2,99.9,2,Medio
21,0,5.5,56,1,1,1,1,79.1,3,Bajo
19,0,6.3,80,3,1,1,1,72.1,3,Medio
19,0,5.6,53,3,1,1,1,88.1,1,Bajo
21,1,2.9,78,2,1,0,1,98.9,1,Medio
23,0,4.5,56,3,1,1,1,74.7,2,Bajo
23,0,7.4,92,1,1,0,1,66.6,1,Medio
23,0,3.1,79,3,1,1,3,74.1,1,Medio
20,0,2.0,52,3,1,0,3,84.7,1,Bajo
24,1,4.2,74,2,0,0,2,83.7,2,Medio
20,0,2.4,83,3,1,0,2,87.3,2,Medio
17,1,2.1,82,3,1,1,3,81.0,2,Medio
15,1,6.2,80,2,0,0,2,97.7,1,Medio
21,0,7.1,73,1,1,0,1,68.2,2,Medio
18,0,4.0,87,2,0,1,3,50.1,3,Bajo
15,1,6.2,95,2,1,1,1,57.5,1,Bajo
22,1,1.5,53,3,1,1,2,52.2,1,Bajo
20,1,4.4,97,2,0,1,1,57.6,3,Bajo
20,0,5.1,59,2,1,0,2,60.7,2,Bajo
16,1,3.9,74,1,0,1,3,63.6,3,Bajo
15,0,0.9,86,3,0,0,1,51.2,3,Bajo
16,1,5.9,92,1,0,1,3,64.1,3,Bajo
18,1,6.7,50,1,0,0,2,57.4,3,Bajo
16,0,5.1,66,2,1,1,1,54.3,3,Bajo
15,0,1.4,95,1,1,1,2,79.1,1,Bajo
21,1,0.6,56,1,1,1,1,59.6,3,Bajo
22,0,2.4,63,2,1,1,1,54.1,3,Bajo
20,0,0.3,50,2,1,0,2,59.0,1,Bajo
18,1,6.7,55,3,0,1,3,93.4,3,Bajo
20,0,5.6,88,2,0,1,1,76.5,3,Medio
17,0,4.5,92,2,0,1,3,76.7,1,Medio
22,1,7.1,59,2,0,0,3,63.6,1,Bajo
24,1,0.9,70,3,0,1,3,75.8,2,Bajo
16,0,5.7,52,1,0,1,3,86.8,3,Bajo
19,0,1.2,68,2,1,1,1,79.8,2,Bajo
15,0,0.5,77,3,1,1,3,76.9,3,Bajo
20,1,1.1,51,2,1,0,1,68.2,2,Bajo
16,1,7.6,76,1,1,1,3,81.5,2,Medio
18,0,3.5,93,1,1,0,3,92.9,1,Medio
20,0,0.4,81,2,0,0,2,59.5,1,Bajo
24,0,4.7,61,2,1,1,2,91.2,3,Medio
22,1,1.6,50,3,0,0,2,74.2,2,Bajo
22,1,0.1,95,1,1,1,1,99.0,1,Bajo
20,0,6.1,92,2,1,0,3,63.1,1,Bajo
18,0,1.2,89,2,0,0,2,54.9,3,Bajo
22,0,7.5,78,2,1,1,3,58.0,3,Bajo
22,0,4.7,58,2,0,0,1,51.0,2,Bajo
24,1,0.7,67,3,1,0,1,68.3,2,Bajo
15,0,1.7,94,3,0,1,1,66.0,3,Bajo
18,0,4.9,85,1,1,1,2,81.9,2,Medio
18,1,2.7,65,1,0,0,1,58.1,3,Bajo
21,0,4.3,84,3,0,0,2,88.0,2,Medio
21,0,6.4,85,1,0,0,3,66.1,3,Medio
22,0,6.3,53,3,1,1,1,93.8,1,Bajo
19,0,5.6,89,2,1,0,2,59.2,2,Bajo
21,0,7.1,92,2,0,0,2,89.9,2,Alto
22,0,1.6,84,3,1,0,2,59.3,1,Bajo
23,1,1.4,68,2,0,1,2,51.0,3,Bajo
17,0,6.4,55,2,0,1,3,52.9,2,Bajo
17,1,2.6,80,3,0,0,1,90.8,3,Medio
18,1,4.1,76,2,0,1,2,76.6,1,Medio
19,1,6.0,52,1,0,1,1,66.1,1,Bajo
24,1,3.2,85,2,0,0,2,82.1,3,Medio
15,0,1.0,85,1,1,0,2,68.9,1,Bajo
21,0,5.4,51,3,0,1,2,91.0,3,Bajo
23,0,6.5,97,1,1,1,2,87.4,2,Alto
22,0,0.1,86,2,0,0,2,73.4,2,Bajo
19,1,4.5,64,1,1,0,1,50.6,3,Bajo
18,1,3.8,86,2,0,1,3,76.0,1,Medio
21,1,2.1,72,2,0,1,1,69.1,3,Medio
19,0,1.3,93,1,0,1,1,79.7,2,Bajo
21,1,1.5,96,2,0,0,1,58.0,3,Bajo
15,0,5.8,55,1,1,0,2,83.2,1,Bajo
15,1,4.3,82,2,1,1,1,60.3,3,Bajo
24,0,7.8,54,3,1,1,3,99.0,1,Bajo
17,1,1.9,70,3,0,1,2,90.9,2,Bajo
16,1,7.7,77,1,0,0,1,59.1,2,Bajo
16,0,4.1,70,1,1,0,3,77.2,1,Medio
21,1,1.2,73,3,1,0,3,72.7,2,Bajo
24,1,1.2,77,3,0,0,1,90.5,2,Bajo
16,0,4.9,60,3,0,1,1,87.0,1,Bajo
18,1,6.7,71,3,0,0,2,64.8,3,Bajo
16,1,6.0,95,2,0,0,1,68.2,3,Medio
20,1,5.2,95,1,1,1,2,53.0,2,Bajo
22,1,1.4,83,1,1,1,2,78.4,1,Bajo
24,0,0.9,86,3,0,1,1,87.9,3,Bajo
18,0,0.0,90,1,0,0,3,70.9,2,Bajo
19,1,0.8,66,1,1,0,3,97.3,1,Bajo
18,0,6.1,64,2,0,0,3,56.9,3,Bajo
17,1,7.2,78,2,0,1,1,94.5,2,Medio
19,0,1.9,83,1,1,0,2,51.1,2,Bajo
23,1,6.4,90,2,0,0,3,95.7,1,Medio
22,1,1.6,92,3,0,0,1,65.3,2,Bajo
22,0,2.0,71,1,1,1,3,55.5,1,Bajo
22,1,1.8,76,2,1,0,3,99.5,2,Bajo
22,1,0.4,87,2,0,0,3,87.2,2,Bajo
21,1,1.6,64,1,1,1,1,76.5,2,Bajo
22,1,3.0,70,1,1,0,2,69.7,2,Medio
22,0,3.2,53,3,0,0,3,62.8,3,Bajo
22,0,2.5,96,2,1,0,1,79.9,1,Medio
24,0,4.1,67,1,1,1,3,72.4,2,Medio
21,0,3.0,56,2,0,1,2,75.3,3,Bajo
15,1,7.8,65,2,1,1,2,73.1,3,Medio
18,1,6.5,84,2,1,0,1,82.1,1,Medio
18,1,7.4,61,2,1,1,1,96.2,3,Medio
19,1,4.5,56,1,0,0,3,97.6,1,Bajo
24,0,5.4,90,1,0,0,3,91.8,3,Alto
20,0,1.3,59,3,0,1,1,63.4,3,Bajo
18,0,6.0,50,1,1,0,3,62.4,1,Bajo
16,1,1.9,61,2,0,0,1,78.8,3,Bajo
20,1,1.2,76,3,1,0,1,98.7,1,Bajo
22,1,0.3,77,1,1,1,2,77.6,1,Bajo
22,1,3.8,67,1,0,0,1,55.6,3,Bajo
21,0,2.3,50,3,0,0,2,93.3,3,Bajo
20,0,7.9,99,1,0,1,3,87.3,1,Medio
16,0,2.0,72,1,0,1,3,61.9,2,Bajo
21,1,6.9,88,1,0,0,3,81.5,3,Alto
19,0,2.5,66,2,0,1,2,61.2,1,Bajo
20,1,6.0,94,3,0,1,1,71.3,1,Medio
24,0,5.3,91,3,0,1,1,61.8,3,Bajo
22,0,4.5,95,2,0,0,3,79.8,3,Medio
22,1,3.3,50,3,0,0,1,65.2,2,Bajo
17,1,5.4,87,1,1,0,2,58.4,3,Bajo
21,1,3.3,53,2,1,0,3,53.0,2,Bajo
15,0,4.4,64,2,1,0,2,81.6,2,Medio
15,0,4.7,70,2,1,0,1,79.8,2,Medio
21,0,2.1,70,3,1,1,2,59.7,3,Bajo
24,0,2.7,71,2,1,0,1,50.1,3,Bajo
23,1,0.1,93,2,0,0,2,56.8,2,Bajo
21,0,6.8,63,2,1,0,2,65.3,1,Medio
24,1,6.0,84,3,1,0,3,76.2,1,Medio
19,0,1.5,53,3,1,1,1,94.3,3,Bajo
22,1,2.9,84,3,0,0,3,60.5,3,Bajo
16,1,3.4,81,2,1,0,3,60.8,2,Bajo
23,0,2.7,77,1,1,0,3,92.2,2,Medio
20,0,6.4,61,3,0,1,3,75.4,3,Medio
23,1,5.8,79,1,0,1,2,84.6,1,Medio
16,0,6.1,58,1,1,1,1,67.3,2,Bajo
17,1,7.2,68,3,0,1,3,91.9,2,Medio
22,0,4.8,65,3,0,0,2,72.5,3,Medio
15,0,4.9,79,1,0,1,2,95.1,2,Medio
24,0,5.8,50,3,1,1,2,70.0,2,Bajo
21,0,5.4,95,1,0,0,3,90.4,1,Medio
21,0,7.0,94,1,1,1,1,52.8,1,Bajo
15,1,6.2,72,2,1,1,2,84.1,3,Medio
23,0,1.0,61,1,1,1,1,57.1,3,Bajo
22,1,7.4,54,2,1,0,1,94.9,1,Bajo
18,1,5.5,69,2,0,0,2,98.2,1,Medio
24,1,1.0,52,3,1,0,3,66.1,3,Bajo
19,0,6.2,51,3,0,0,3,78.1,2,Bajo
16,1,2.9,92,1,1,1,3,70.0,3,Medio
23,1,6.4,69,3,0,0,2,80.6,1,Medio
20,1,7.6,51,3,1,0,1,67.7,2,Bajo
17,1,2.0,97,3,0,1,3,91.0,3,Bajo
21,1,6.9,89,3,0,1,1,51.6,1,Bajo
23,1,6.2,84,1,0,0,2,87.1,1,Medio
17,0,5.4,53,2,1,0,1,50.7,2,Bajo
16,1,3.1,85,2,1,0,2,98.1,3,Medio
21,1,0.9,89,2,1,1,1,52.0,2,Bajo
21,0,3.9,55,3,0,1,2,89.8,1,Bajo
18,1,0.8,63,3,1,0,1,85.0,2,Bajo
23,0,4.0,64,1,1,0,2,93.0,3,Medio
22,0,6.6,98,2,1,0,1,56.4,1,Bajo
15,1,8.0,86,1,0,1,3,67.7,3,Medio
15,1,1.6,82,2,0,0,2,54.3,2,Bajo
19,0,1.7,93,1,1,1,3,64.4,1,Bajo
20,0,6.5,68,1,0,0,2,80.5,3,Medio
17,0,3.8,61,1,1,0,2,98.5,2,Medio
23,0,7.3,92,2,1,1,3,62.7,3,Bajo
24,1,6.2,58,3,1,0,1,67.0,1,Bajo
20,0,5.9,68,2,1,1,1,70.4,2,Medio
18,0,0.8,81,3,1,0,1,51.5,3,Bajo
21,0,0.3,77,1,0,1,1,84.4,2,Bajo
22,1,2.5,77,2,1,1,1,56.3,3,Bajo
23,0,1.7,80,3,0,1,1,93.9,1,Bajo
20,0,5.7,85,2,1,0,3,70.7,1,Medio
20,1,3.6,62,2,1,0,2,93.7,2,Medio
22,1,4.2,91,2,1,0,2,86.7,2,Medio
19,0,6.5,82,1,1,1,3,88.9,3,Alto
17,0,3.8,91,3,1,1,1,68.8,3,Medio
17,0,4.4,67,1,1,1,1,90.6,1,Medio
20,1,6.7,78,3,0,1,3,78.0,3,Medio
16,1,3.5,94,1,0,0,2,58.5,3,Bajo
20,0,0.7,88,2,1,0,3,94.6,3,Bajo
20,0,4.2,57,1,0,1,1,70.4,1,Bajo
22,0,4.6,98,2,0,0,2,94.9,2,Medio
21,1,4.1,71,3,1,0,3,78.8,2,Medio
22,0,2.1,50,3,1,0,1,52.6,1,Bajo
23,0,1.8,97,2,0,1,3,89.2,2,Bajo
20,1,3.0,80,2,1,1,3,51.3,2,Bajo
17,0,1.3,69,1,0,1,3,55.0,1,Bajo
24,1,5.3,85,1,0,0,3,66.9,2,Medio
17,1,4.9,72,1,0,1,3,81.6,1,Medio
15,0,5.1,66,3,1,1,2,71.4,3,Medio
19,1,1.8,94,2,1,0,2,69.9,3,Bajo
18,1,2.0,59,3,1,0,3,71.4,3,Bajo
23,0,6.3,58,2,0,0,2,56.3,2,Bajo
23,1,5.5,95,2,0,0,1,85.0,2,Alto
19,1,7.0,66,3,1,1,3,60.1,2,Bajo
24,0,3.2,52,1,0,0,2,71.8,1,Bajo
18,0,4.4,82,1,0,1,3,98.5,1,Medio
21,0,5.9,50,3,0,1,3,96.4,3,Bajo
20,0,7.8,69,2,0,1,1,88.4,2,Medio
18,0,7.9,51,3,0,1,2,94.3,2,Bajo
24,1,8.0,65,1,0,1,2,84.3,2,Medio
16,1,7.1,58,2,0,1,3,91.0,3,Bajo
15,1,5.1,63,3,1,1,1,62.4,1,Bajo
18,1,0.1,50,1,1,1,1,72.7,2,Bajo
18,1,5.6,84,2,0,0,1,64.4,1,Bajo
15,0,1.9,67,3,0,0,3,51.9,2,Bajo
20,0,0.5,50,3,0,0,1,62.0,3,Bajo
18,0,5.6,92,1,1,1,2,62.8,2,Bajo
15,0,6.0,54,3,1,1,1,84.2,3,Bajo
15,1,5.3,60,3,1,0,1,67.1,2,Bajo
15,0,2.9,87,3,0,1,2,60.8,3,Bajo
22,0,4.1,73,3,1,0,2,50.6,3,Bajo
24,1,7.5,88,1,0,0,2,70.0,1,Medio
22,1,5.8,94,2,0,1,2,88.5,1,Medio
16,0,4.0,81,2,1,1,1,81.4,1,Medio
21,1,4.7,65,3,1,1,1,94.9,3,Medio
22,1,7.4,52,1,1,1,2,78.7,1,Bajo
22,0,3.2,96,3,0,0,2,52.4,3,Bajo
24,1,0.8,57,3,0,1,1,71.8,2,Bajo
21,0,2.6,81,3,1,0,1,71.0,3,Medio
19,1,3.3,71,3,1,0,3,92.5,1,Medio
15,1,2.2,97,2,1,0,2,82.8,1,Medio
23,1,4.2,66,3,1,0,1,63.3,3,Bajo
21,1,2.4,76,3,1,1,1,85.1,1,Medio
16,0,0.8,94,3,0,0,2,91.6,1,Bajo
20,1,1.5,52,2,0,0,2,52.9,3,Bajo
16,0,7.3,75,1,0,1,2,86.1,1,Medio
15,0,5.0,84,1,0,1,3,89.8,1,Medio
21,1,2.5,62,1,1,1,3,68.1,3,Medio
16,1,2.9,66,1,1,1,3,97.6,1,Medio
16,0,3.9,79,1,1,0,3,91.6,3,Medio
19,1,5.4,78,3,1,1,2,63.2,1,Bajo
19,1,4.7,63,3,1,1,3,69.7,1,Medio
21,0,7.5,79,1,1,1,2,95.4,2,Medio
15,1,5.0,86,2,0,0,2,91.6,1,Medio
22,0,7.3,93,3,1,1,1,90.4,1,Medio
17,1,0.0,97,1,1,0,1,98.6,3,Bajo
18,1,7.1,87,2,1,0,2,53.7,1,Bajo
23,1,5.8,58,1,0,1,3,53.1,1,Bajo
18,1,1.4,97,2,1,1,3,71.8,2,Bajo
24,1,2.1,81,1,1,1,2,95.6,2,Medio
19,1,4.3,53,3,0,0,3,76.7,1,Bajo
21,0,1.0,55,1,0,1,3,96.7,1,Bajo
18,0,6.3,50,1,0,0,3,57.8,2,Bajo
15,1,6.3,74,1,1,1,3,86.9,1,Medio
23,1,2.4,89,1,1,0,3,66.1,3,Medio
18,0,0.6,87,1,0,1,1,83.9,1,Bajo
23,0,7.9,52,2,1,0,2,71.4,1,Bajo
20,0,2.0,70,3,1,1,1,65.2,2,Bajo
15,1,0.5,63,3,1,0,3,92.8,1,Bajo
17,1,2.6,79,3,0,0,3,69.5,3,Medio
16,1,7.8,51,2,0,1,2,61.4,3,Bajo
23,0,6.3,97,1,1,0,1,57.6,2,Bajo
15,0,3.8,71,3,0,1,2,58.9,2,Bajo
23,1,2.4,62,2,0,0,1,76.1,1,Medio
23,0,3.4,74,1,1,0,1,52.7,1,Bajo
22,1,0.1,97,3,0,1,3,53.8,3,Bajo
